VariableName,sceneName_cn,sceneName_tw,sceneName,sceneName_vn,sceneName_th,sceneName_in,sceneName_en,sceneName_ma,sceneName_ph,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_ma,gateDesc_ph,gateDesc_th,gateDesc_in,gateDesc_en,gateDesc_vn,gateDesc_kr
100369,,,Level 369,Cấp 369,Level 369,Level 369,Level 369,Level 369,Level 369,,,<{level=384;unitId=232612;advance=64};{level=703;unitId=231293;advance=64};{level=384;unitId=230593;advance=64};{level=384;unitId=233663;advance=64};{level=384;unitId=232963;advance=64}>,<{level=703;unitId=251369;advance=65}>,config/portrait/jinglingtouxiang2/img_3161.png,,22,,,battle/scene/bg_sd.jpg,,,,,,703,2130,2130,,,,5,<<9;0;22%>;<10;0;22%>>,{gold=385000;451=30;452=20},<<gold;385000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9300},<<gold;9300;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100370,,,Level 370,Cấp 370,Level 370,Level 370,Level 370,Level 370,Level 370,,,<{level=385;unitId=232633;advance=64};{level=705;unitId=231303;advance=64};{level=385;unitId=230603;advance=64};{level=385;unitId=233683;advance=64};{level=385;unitId=233003;advance=64}>,<{level=705;unitId=251370;advance=65}>,config/portrait/jinglingtouxiang2/img_3171.png,,22,,,battle/scene/bg_tower.jpg,,,,,,705,2147,2147,,,,5,<<9;1;32%>;<10;0;32%>;<24;0;32%>>,{502=3;451=30;gold=385000},<<gold;385000;1>;<451;30;1>;<502;3;1>>,{gold=9300;452=2;libs=<110;111;112>},<<gold;9300;0>;<451;1;1>;<452;1;1>>,429005,,,Monsters' attacks have a chance to reduce physical attack.,Monsters' attacks have a chance to reduce physical attack.,Monsters' attacks have a chance to reduce physical attack.,Monsters' attacks have a chance to reduce physical attack.,Monsters' attacks have a chance to reduce physical attack.,Quái vật tấn công có xác suất giảm một phần tấn công vật lý.,
100371,,,Level 371,Cấp 371,Level 371,Level 371,Level 371,Level 371,Level 371,,,<{level=386;unitId=232683;advance=65};{level=707;unitId=231394;advance=65};{level=386;unitId=230611;advance=65};{level=386;unitId=233772;advance=65};{level=386;unitId=233152;advance=65}>,<{level=707;unitId=251371;advance=66}>,config/portrait/jinglingtouxiang2/img_3181.png,,22,,,battle/scene/bg_grass.jpg,,,,,,707,2164,2164,,,,3,<<9;1;32%>;<10;1;32%>>,{gold=390000;451=30;452=20},<<gold;390000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9400},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100372,,,Level 372,Cấp 372,Level 372,Level 372,Level 372,Level 372,Level 372,,,<{level=387;unitId=232723;advance=65};{level=709;unitId=231612;advance=65};{level=387;unitId=230632;advance=65};{level=387;unitId=230013;advance=65};{level=387;unitId=233161;advance=65}>,<{level=709;unitId=251372;advance=66}>,config/portrait/jinglingtouxiang2/img_3251.png,,22,,,battle/scene/bg_night.jpg,,,,,,709,2181,2181,,,,4,<<9;0;23%>;<10;0;23%>;<17;0;23%>>,{502=1;451=30;gold=390000},<<gold;390000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9400},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100373,,,Level 373,Cấp 373,Level 373,Level 373,Level 373,Level 373,Level 373,,,<{level=388;unitId=232843;advance=65};{level=711;unitId=231772;advance=65};{level=388;unitId=230641;advance=65};{level=388;unitId=230044;advance=65};{level=388;unitId=233181;advance=65}>,<{level=711;unitId=251373;advance=66}>,config/portrait/jinglingtouxiang2/img_3303.png,,22,,,battle/scene/bg_sd.jpg,,,,,,711,2198,2198,,,,5,<<1;0;22%>;<22;0;22%>>,{rmb=100;451=30;gold=390000},<<gold;390000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9400},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100374,,,Level 374,Cấp 374,Level 374,Level 374,Level 374,Level 374,Level 374,,,<{level=389;unitId=232963;advance=65};{level=713;unitId=231813;advance=65};{level=389;unitId=230692;advance=65};{level=389;unitId=230053;advance=65};{level=389;unitId=233251;advance=65}>,<{level=713;unitId=251374;advance=66}>,config/portrait/jinglingtouxiang2/img_3353.png,,22,,,battle/scene/bg_tower.jpg,,,,,,713,2215,2215,,,,5,<<7;0;22%>;<8;0;22%>>,{gold=390000;451=30;452=20},<<gold;390000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9400},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100375,,,Level 375,Cấp 375,Level 375,Level 375,Level 375,Level 375,Level 375,,,<{level=390;unitId=233003;advance=65};{level=715;unitId=231841;advance=65};{level=390;unitId=230712;advance=65};{level=390;unitId=230082;advance=65};{level=390;unitId=233283;advance=65}>,<{level=715;unitId=251375;advance=66}>,config/portrait/jinglingtouxiang2/img_3592.png,,22,,,battle/scene/bg_grass.jpg,,,,,,715,2232,2232,,,,5,<<1;1;28%>;<22;0;28%>>,{gold=390000;451=30;519=1},<<gold;390000;1>;<451;30;1>;<519;1;1>>,{gold=9400;452=1;libs=<110;111;112>},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,Monsters' attacks have a chance to reduce magic attack.,Monsters' attacks have a chance to reduce magic attack.,Monsters' attacks have a chance to reduce magic attack.,Monsters' attacks have a chance to reduce magic attack.,Monsters' attacks have a chance to reduce magic attack.,Quái vật tấn công có xác suất giảm một phần tấn công pháp thuật.,
100376,,,Level 376,Cấp 376,Level 376,Level 376,Level 376,Level 376,Level 376,,,<{level=391;unitId=233152;advance=66};{level=717;unitId=231903;advance=66};{level=391;unitId=230731;advance=66};{level=391;unitId=230163;advance=66};{level=391;unitId=233293;advance=66}>,<{level=717;unitId=251376;advance=67}>,config/portrait/jinglingtouxiang2/img_3663.png,,22,,,battle/scene/bg_night.jpg,,,,,,717,2249,2249,,,,3,<<13;1;32%>>,{gold=395000;451=30;452=20},<<gold;395000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9500},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100377,,,Level 377,Cấp 377,Level 377,Level 377,Level 377,Level 377,Level 377,,,<{level=392;unitId=233161;advance=66};{level=719;unitId=231911;advance=66};{level=392;unitId=230741;advance=66};{level=392;unitId=230242;advance=66};{level=392;unitId=233342;advance=66}>,<{level=719;unitId=251377;advance=67}>,config/portrait/jinglingtouxiang2/img_3673.png,,22,,,battle/scene/bg_sd.jpg,,,,,,719,2266,2266,,,,4,<<13;0;23%>;<24;0;23%>>,{502=1;451=30;gold=395000},<<gold;395000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9500},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100378,,,Level 378,Cấp 378,Level 378,Level 378,Level 378,Level 378,Level 378,,,<{level=393;unitId=233181;advance=66};{level=721;unitId=231931;advance=66};{level=393;unitId=230793;advance=66};{level=393;unitId=230273;advance=66};{level=393;unitId=233432;advance=66}>,<{level=721;unitId=251378;advance=67}>,config/portrait/jinglingtouxiang2/img_7001.png,,22,,,battle/scene/bg_tower.jpg,,,,,,721,2283,2283,,,,5,<<1;0;22%>;<22;0;22%>>,{rmb=100;451=30;gold=395000},<<gold;395000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9500},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100379,,,Level 379,Cấp 379,Level 379,Level 379,Level 379,Level 379,Level 379,,,<{level=394;unitId=233251;advance=66};{level=723;unitId=232013;advance=66};{level=394;unitId=230863;advance=66};{level=394;unitId=230333;advance=66};{level=394;unitId=233472;advance=66}>,<{level=723;unitId=251379;advance=67}>,config/portrait/jinglingtouxiang2/img_163.png,,22,,,battle/scene/bg_grass.jpg,,,,,,723,2300,2300,,,,5,<<7;0;22%>;<8;0;22%>>,{gold=395000;451=30;452=20},<<gold;395000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9500},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100380,,,Level 380,Cấp 380,Level 380,Level 380,Level 380,Level 380,Level 380,,,<{level=395;unitId=233283;advance=66};{level=725;unitId=232023;advance=66};{level=395;unitId=230883;advance=66};{level=395;unitId=230402;advance=66};{level=395;unitId=233511;advance=66}>,<{level=725;unitId=251380;advance=67}>,config/portrait/jinglingtouxiang2/img_242.png,,22,,,battle/scene/bg_night.jpg,,,,,,725,2317,2317,,,,5,<<1;1;32%>;<22;0;32%>>,{501=1;451=30;gold=395000},<<gold;395000;1>;<451;30;1>;<501;1;1>>,{gold=9500;452=2;libs=<110;111;112>},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,"After using skill, Lac Kong Toa becomes invisible; killing shortens cooldown.","After using skill, Lac Kong Toa becomes invisible; killing shortens cooldown.","After using skill, Lac Kong Toa becomes invisible; killing shortens cooldown.","After using skill, Lac Kong Toa becomes invisible; killing shortens cooldown.","After using skill, Lac Kong Toa becomes invisible; killing shortens cooldown.","Sau khi sử dụng chiêu nhỏ, Lạc Không Tọa sẽ tàng hình, hoàn thành tiêu diệt sẽ rút ngắn thời gian hồi chiêu.",
100381,,,Level 381,Cấp 381,Level 381,Level 381,Level 381,Level 381,Level 381,,,<{level=396;unitId=233293;advance=67};{level=727;unitId=232033;advance=67};{level=396;unitId=230972;advance=67};{level=396;unitId=230493;advance=67};{level=396;unitId=233543;advance=67}>,<{level=727;unitId=251381;advance=68}>,config/portrait/jinglingtouxiang2/img_263.png,,22,,,battle/scene/bg_sd.jpg,,,,,,727,2334,2334,,,,3,<<1;1;24%>>,{gold=400000;451=30;452=20},<<gold;400000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9600},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100382,,,Level 382,Cấp 382,Level 382,Level 382,Level 382,Level 382,Level 382,,,<{level=397;unitId=233342;advance=67};{level=729;unitId=232073;advance=67};{level=397;unitId=231071;advance=67};{level=397;unitId=230503;advance=67};{level=397;unitId=233592;advance=67}>,<{level=729;unitId=251382;advance=68}>,config/portrait/jinglingtouxiang2/img_333.png,,22,,,battle/scene/bg_tower.jpg,,,,,,729,2351,2351,,,,4,<<1;0;23%>;<28;0;23%>>,{502=1;451=30;gold=400000},<<gold;400000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9600},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100383,,,Level 383,Cấp 383,Level 383,Level 383,Level 383,Level 383,Level 383,,,<{level=398;unitId=233432;advance=67};{level=731;unitId=232242;advance=67};{level=398;unitId=231032;advance=67};{level=398;unitId=230552;advance=67};{level=398;unitId=233663;advance=67}>,<{level=731;unitId=251383;advance=68}>,config/portrait/jinglingtouxiang2/img_393.png,,22,,,battle/scene/bg_grass.jpg,,,,,,731,2368,2368,,,,5,<<9;0;22%>;<10;0;22%>;<22;0;22%>>,{rmb=100;451=30;gold=400000},<<gold;400000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9600},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100384,,,Level 384,Cấp 384,Level 384,Level 384,Level 384,Level 384,Level 384,,,<{level=399;unitId=233472;advance=67};{level=733;unitId=232593;advance=67};{level=399;unitId=231082;advance=67};{level=399;unitId=230593;advance=67};{level=399;unitId=233683;advance=67}>,<{level=733;unitId=251384;advance=68}>,config/portrait/jinglingtouxiang2/img_503.png,,22,,,battle/scene/bg_night.jpg,,,,,,733,2385,2385,,,,5,<<9;0;22%>;<10;0;22%>>,{gold=400000;451=30;452=20},<<gold;400000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9600},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100385,,,Level 385,Cấp 385,Level 385,Level 385,Level 385,Level 385,Level 385,,,<{level=400;unitId=233511;advance=67};{level=735;unitId=232612;advance=67};{level=400;unitId=231221;advance=67};{level=400;unitId=230603;advance=67};{level=400;unitId=233772;advance=67}>,<{level=735;unitId=251385;advance=68}>,config/portrait/jinglingtouxiang2/img_572.png,,22,,,battle/scene/bg_sd.jpg,,,,,,735,2402,2402,,,,5,<<9;1;28%>;<10;0;28%>;<22;0;28%>>,{gold=400000;451=30;519=1},<<gold;400000;1>;<451;30;1>;<519;1;1>>,{gold=9600;452=1;libs=<110;111;112>},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,Monsters' attacks have a chance to reduce physical defense.,Monsters' attacks have a chance to reduce physical defense.,Monsters' attacks have a chance to reduce physical defense.,Monsters' attacks have a chance to reduce physical defense.,Monsters' attacks have a chance to reduce physical defense.,Quái vật tấn công có xác suất giảm một phần phòng thủ vật lý.,
100386,,,Level 386,Cấp 386,Level 386,Level 386,Level 386,Level 386,Level 386,,,<{level=401;unitId=233543;advance=68};{level=737;unitId=232633;advance=68};{level=401;unitId=231253;advance=68};{level=401;unitId=230611;advance=68};{level=401;unitId=230013;advance=68}>,<{level=737;unitId=251386;advance=69}>,config/portrait/jinglingtouxiang2/img_593.png,,22,,,battle/scene/bg_tower.jpg,,,,,,737,2419,2419,,,,3,<<7;1;24%>;<8;1;24%>>,{gold=405000;451=30;452=20},<<gold;405000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9700},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100387,,,Level 387,Cấp 387,Level 387,Level 387,Level 387,Level 387,Level 387,,,<{level=402;unitId=233592;advance=68};{level=739;unitId=232683;advance=68};{level=402;unitId=231293;advance=68};{level=402;unitId=230632;advance=68};{level=402;unitId=230044;advance=68}>,<{level=739;unitId=251387;advance=69}>,config/portrait/jinglingtouxiang2/img_603.png,,22,,,battle/scene/bg_grass.jpg,,,,,,739,2436,2436,,,,4,<<7;0;23%>;<8;0;23%>;<14;0;23%>>,{502=1;451=30;gold=405000},<<gold;405000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9700},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100388,,,Level 388,Cấp 388,Level 388,Level 388,Level 388,Level 388,Level 388,,,<{level=403;unitId=233663;advance=68};{level=741;unitId=232723;advance=68};{level=403;unitId=231303;advance=68};{level=403;unitId=230641;advance=68};{level=403;unitId=230053;advance=68}>,<{level=741;unitId=251388;advance=69}>,config/portrait/jinglingtouxiang2/img_611.png,,22,,,battle/scene/bg_night.jpg,,,,,,741,2453,2453,,,,5,<<9;0;22%>;<10;0;22%>;<22;0;22%>>,{rmb=100;451=30;gold=405000},<<gold;405000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9700},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100389,,,Level 389,Cấp 389,Level 389,Level 389,Level 389,Level 389,Level 389,,,<{level=404;unitId=233683;advance=68};{level=743;unitId=232843;advance=68};{level=404;unitId=231394;advance=68};{level=404;unitId=230692;advance=68};{level=404;unitId=230082;advance=68}>,<{level=743;unitId=251389;advance=69}>,config/portrait/jinglingtouxiang2/img_631.png,,22,,,battle/scene/bg_sd.jpg,,,,,,743,2470,2470,,,,5,<<9;0;22%>;<10;0;22%>>,{gold=405000;451=30;452=20},<<gold;405000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9700},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100390,,,Level 390,Cấp 390,Level 390,Level 390,Level 390,Level 390,Level 390,,,<{level=405;unitId=233772;advance=68};{level=745;unitId=232963;advance=68};{level=405;unitId=231612;advance=68};{level=405;unitId=230712;advance=68};{level=405;unitId=230163;advance=68}>,<{level=745;unitId=251390;advance=69}>,config/portrait/jinglingtouxiang2/img_641.png,,22,,,battle/scene/bg_tower.jpg,,,,,,745,2487,2487,,,,5,<<9;1;32%>;<10;0;32%>;<22;0;32%>>,{rmb=200;451=30;gold=405000},<<gold;405000;1>;<451;30;1>;<rmb;200;1>>,{gold=9700;452=2;libs=<110;111;112>},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,Monsters' attacks have a chance to reduce magic defense.,Monsters' attacks have a chance to reduce magic defense.,Monsters' attacks have a chance to reduce magic defense.,Monsters' attacks have a chance to reduce magic defense.,Monsters' attacks have a chance to reduce magic defense.,Quái vật tấn công có xác suất giảm một phần phòng thủ pháp thuật.,
100391,,,Level 391,Cấp 391,Level 391,Level 391,Level 391,Level 391,Level 391,,,<{level=406;unitId=230013;advance=69};{level=747;unitId=233003;advance=69};{level=406;unitId=231772;advance=69};{level=406;unitId=230731;advance=69};{level=406;unitId=230242;advance=69}>,<{level=747;unitId=251391;advance=70}>,config/portrait/jinglingtouxiang2/img_701.png,,22,,,battle/scene/bg_grass.jpg,,,,,,747,2504,2504,,,,3,<<9;1;24%>;<10;1;24%>>,{gold=410000;451=30;452=20},<<gold;410000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9800},<<gold;9800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100392,,,Level 392,Cấp 392,Level 392,Level 392,Level 392,Level 392,Level 392,,,<{level=407;unitId=230044;advance=69};{level=749;unitId=233152;advance=69};{level=407;unitId=231813;advance=69};{level=407;unitId=230741;advance=69};{level=407;unitId=230273;advance=69}>,<{level=749;unitId=251392;advance=70}>,config/portrait/jinglingtouxiang2/img_712.png,,22,,,battle/scene/bg_night.jpg,,,,,,749,2521,2521,,,,4,<<9;0;23%>;<10;0;23%>;<17;0;23%>>,{502=1;451=30;gold=410000},<<gold;410000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9800},<<gold;9800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100393,,,Level 393,Cấp 393,Level 393,Level 393,Level 393,Level 393,Level 393,,,<{level=408;unitId=230053;advance=69};{level=751;unitId=233161;advance=69};{level=408;unitId=231841;advance=69};{level=408;unitId=230793;advance=69};{level=408;unitId=230333;advance=69}>,<{level=751;unitId=251393;advance=70}>,config/portrait/jinglingtouxiang2/img_721.png,,22,,,battle/scene/bg_sd.jpg,,,,,,751,2538,2538,,,,5,<<27;0;22%>;<26;0;22%>>,{rmb=100;451=30;gold=410000},<<gold;410000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9800},<<gold;9800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100394,,,Level 394,Cấp 394,Level 394,Level 394,Level 394,Level 394,Level 394,,,<{level=409;unitId=230082;advance=69};{level=753;unitId=233181;advance=69};{level=409;unitId=231903;advance=69};{level=409;unitId=230863;advance=69};{level=409;unitId=230402;advance=69}>,<{level=753;unitId=251394;advance=70}>,config/portrait/jinglingtouxiang2/img_731.png,,22,,,battle/scene/bg_tower.jpg,,,,,,753,2555,2555,,,,5,<<1;0;22%>>,{gold=410000;451=30;452=20},<<gold;410000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9800},<<gold;9800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100395,,,Level 395,Cấp 395,Level 395,Level 395,Level 395,Level 395,Level 395,,,<{level=410;unitId=230163;advance=69};{level=755;unitId=233251;advance=69};{level=410;unitId=231911;advance=69};{level=410;unitId=230883;advance=69};{level=410;unitId=230493;advance=69}>,<{level=755;unitId=251395;advance=70}>,config/portrait/jinglingtouxiang2/img_741.png,,22,,,battle/scene/bg_grass.jpg,,,,,,755,2572,2572,,,,5,<<27;0;28%>;<22;0;28%>;<26;1;28%>>,{gold=410000;451=30;519=1},<<gold;410000;1>;<451;30;1>;<519;1;1>>,{gold=9800;452=1;libs=<110;111;112>},<<gold;9800;0>;<451;1;1>;<452;1;1>>,429005,,,"Without wind-type heroes, all enemies become invisible for 5 rounds.","Without wind-type heroes, all enemies become invisible for 5 rounds.","Without wind-type heroes, all enemies become invisible for 5 rounds.","Without wind-type heroes, all enemies become invisible for 5 rounds.","Without wind-type heroes, all enemies become invisible for 5 rounds.","Khi không có anh hùng hệ gió trong đội hình, toàn bộ kẻ thù sẽ tàng hình trong 5 vòng.",
100396,,,Level 396,Cấp 396,Level 396,Level 396,Level 396,Level 396,Level 396,,,<{level=411;unitId=230242;advance=70};{level=757;unitId=233283;advance=70};{level=411;unitId=231931;advance=70};{level=411;unitId=230972;advance=70};{level=411;unitId=230503;advance=70}>,<{level=757;unitId=251396;advance=71}>,config/portrait/jinglingtouxiang2/img_771.png,,22,,,battle/scene/bg_night.jpg,,,,,,757,2589,2589,,,,3,<<13;1;24%>>,{gold=415000;451=30;452=20},<<gold;415000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9900},<<gold;9900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100397,,,Level 397,Cấp 397,Level 397,Level 397,Level 397,Level 397,Level 397,,,<{level=412;unitId=230273;advance=70};{level=759;unitId=233293;advance=70};{level=412;unitId=232013;advance=70};{level=412;unitId=231071;advance=70};{level=412;unitId=230552;advance=70}>,<{level=759;unitId=251397;advance=71}>,config/portrait/jinglingtouxiang2/img_863.png,,22,,,battle/scene/bg_sd.jpg,,,,,,759,2606,2606,,,,4,<<13;0;23%>;<24;0;23%>>,{502=1;451=30;gold=415000},<<gold;415000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9900},<<gold;9900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100398,,,Level 398,Cấp 398,Level 398,Level 398,Level 398,Level 398,Level 398,,,<{level=413;unitId=230333;advance=70};{level=761;unitId=233342;advance=70};{level=413;unitId=232023;advance=70};{level=413;unitId=231032;advance=70};{level=413;unitId=230593;advance=70}>,<{level=761;unitId=251398;advance=71}>,config/portrait/jinglingtouxiang2/img_883.png,,22,,,battle/scene/bg_tower.jpg,,,,,,761,2623,2623,,,,5,<<27;0;22%>;<26;0;22%>>,{rmb=100;451=30;gold=415000},<<gold;415000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9900},<<gold;9900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100399,,,Level 399,Cấp 399,Level 399,Level 399,Level 399,Level 399,Level 399,,,<{level=414;unitId=230402;advance=70};{level=763;unitId=233432;advance=70};{level=414;unitId=232033;advance=70};{level=414;unitId=231082;advance=70};{level=414;unitId=230603;advance=70}>,<{level=763;unitId=251399;advance=71}>,config/portrait/jinglingtouxiang2/img_972.png,,22,,,battle/scene/bg_grass.jpg,,,,,,763,2640,2640,,,,5,<<1;0;22%>>,{gold=415000;451=30;452=20},<<gold;415000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9900},<<gold;9900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100400,,,Level 400,Cấp 400,Level 400,Level 400,Level 400,Level 400,Level 400,,,<{level=415;unitId=230493;advance=70};{level=765;unitId=233472;advance=70};{level=415;unitId=232073;advance=70};{level=415;unitId=231221;advance=70};{level=415;unitId=230611;advance=70}>,<{level=765;unitId=251400;advance=71}>,config/portrait/jinglingtouxiang2/img_1071.png,,22,,,battle/scene/bg_night.jpg,,,,,,765,2657,2657,,,,5,<<27;0;32%>;<22;0;32%>;<26;1;32%>>,{941=1;451=30;gold=415000},<<gold;415000;1>;<451;30;1>;<941;1;1>>,{gold=9900;452=2;libs=<110;111;112>},<<gold;9900;0>;<451;1;1>;<452;1;1>>,429005,,,Monsters' attacks have a chance to reduce HP.,Monsters' attacks have a chance to reduce HP.,Monsters' attacks have a chance to reduce HP.,Monsters' attacks have a chance to reduce HP.,Monsters' attacks have a chance to reduce HP.,Quái vật tấn công có xác suất giảm một phần sinh mệnh.,
