VariableName,name_cn,languages,drawlanguages,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,icon,desc_cn,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc,desc1_cn,desc1_tw,desc1,desc1_vn,desc1_th,desc1_en,desc1_ma,desc1_ph,desc1_in,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue
28506,,<cn>,,,Random Golden Rune Fragment,Mảnh Chiến Văn Vàng Ngẫu Nhiên,Random Golden Rune Fragment,Random Golden Rune ชิ้นส่วน,Fragmen Rune Emas Acak,Piraso ng Random na Gintong Rune,Fragmen Rune Emas Rawak,config/item/box/icon_fslh_1_4.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Rương Chiến Văn Vàng Ngẫu Nhiên#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Random Golden Rune Chest#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Random Golden Rune Chest#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Random Golden Rune Chest#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Random Golden Rune Chest#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Random Golden Rune Chest#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Random Golden Rune Chest#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,3,0,,,973,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
29001,,,,,Dark Clone A Fragment,Mảnh Phân Thân Bóng Tối A,Dark Clone A Fragment,Dark Clone A ชิ้นส่วน,Fragmen Klon Gelap A,Piraso ng Madilim na Kopya A,Fragmen Klon Gelap A,config/portrait/jinglingtouxiang/img_9001.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Phân Thân Bóng Tối A#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dark Clone A#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Dark Clone A#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Dark Clone A#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Dark Clone A#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Dark Clone A#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dark Clone A#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,,0,,,9001,30,,,,,,,,,,,,,,,,,,,,,
29002,,,,,Dark Clone S Fragment,Mảnh Phân Thân Bóng Tối S,Dark Clone S Fragment,Dark Clone S ชิ้นส่วน,Fragmen Klon Gelap S,Piraso ng Madilim na Kopya S,Fragmen Klon Gelap S,config/portrait/jinglingtouxiang/img_9002.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Phân Thân Bóng Tối S#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dark Clone S#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Dark Clone S#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Dark Clone S#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Dark Clone S#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Dark Clone S#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dark Clone S#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,,0,,{coin5=10},9002,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
29003,,,,,Dark Clone SS Fragment,Mảnh Phân Thân Bóng Tối SS,Dark Clone SS Fragment,Dark Clone SS ชิ้นส่วน,Fragmen Klon Gelap SS,Piraso ng Madilim na Kopya SS,Fragmen Klon Gelap SS,config/portrait/jinglingtouxiang/img_9003.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Phân Thân Bóng Tối SS#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dark Clone SS#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Dark Clone SS#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Dark Clone SS#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Dark Clone SS#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Dark Clone SS#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dark Clone SS#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",6,,0,,{coin5=30},9003,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
29004,,,,,Kyojuro Rengoku Fragment,Mảnh Kyojuro Rengoku,Kyojuro Rengoku Fragment,เศษ Kyojuro Rengoku,Pecahan Kyojuro Rengoku,Piraso ni Kyojuro Rengoku,Serpihan Kyojuro Rengoku,config/portrait/jinglingtouxiang/img_8005.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Kyojuro Rengoku#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kyojuro Rengoku#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Dark Clone SS#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Kyojuro Rengoku#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Kyojuro Rengoku#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Kyojuro Rengoku#,Collect %d shards to synthesize #C0xE77421#Kyojuro Rengoku#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",6,,,521,{coin5=30},8005,80,,,,,,,,,,,,,,,,,,,,,
29005,,,,,Agatsuma Zenitsu Fragment,Mảnh Agatsuma Zenitsu,Agatsuma Zenitsu Fragment,เศษ Agatsuma Zenitsu,Pecahan Agatsuma Zenitsu,Piraso ni Agatsuma Zenitsu,Serpihan Agatsuma Zenitsu,config/portrait/jinglingtouxiang/img_8006.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Agatsuma Zenitsu#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Agatsuma Zenitsu#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Agatsuma Zenitsu#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Agatsuma Zenitsu#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Agatsuma Zenitsu#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Agatsuma Zenitsu#C0x55504D#,Collect %d shards to synthesize #C0xE77421#Zenitsu#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",6,,,521,{coin5=30},8006,80,,,,,,,,,,,,,,,,,,,,,
29007,,,,,Azaka Fragment,Mảnh Azaka,Azaka Fragment,เศษ Azaka,Pecahan Azaka,Piraso ni Azaka,Serpihan Azaka,config/portrait/jinglingtouxiang/img_8007.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Azaka#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Azaka#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Azaka#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Azaka#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Azaka#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Azaka#C0x55504D#,Collect %d shards to synthesize #C0xE77421#Azaka#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",7,,,499,{coin5=50},8007,120,,,,,,,,,,,,,,,,,,,,,
29008,,,,,Tamayo Fragment,Mảnh Tamayo,Tamayo Fragment,เศษ Tamayo,Pecahan Tamayo,Piraso ni Tamayo,Serpihan Tamayo,config/portrait/jinglingtouxiang/img_8008.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Tamayo#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Tamayo#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Tamayo#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Tamayo#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Tamayo#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Tamayo#C0x55504D#,Collect %d shards to synthesize #C0xE77421#Tamayo#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",6,,,521,{coin5=30},8008,80,,,,,,,,,,,,,,,,,,,,,
29009,,,,,Agatsuma Zenitsu Fragment,Mảnh Agatsuma Zenitsu,Agatsuma Zenitsu Fragment,เศษ Agatsuma Zenitsu,Pecahan Agatsuma Zenitsu,Piraso ni Agatsuma Zenitsu,Serpihan Agatsuma Zenitsu,config/portrait/jinglingtouxiang/img_8001.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Phân Thân Bóng Tối SS#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dark Clone SS#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Dark Clone SS#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Dark Clone SS#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Dark Clone SS#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Dark Clone SS#C0x55504D#,Collect %d shards to synthesize #C0xE77421#Agatsuma Zenitsu#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,,,502,{coin5=10},8001,50,,,,,,,,,,,,,,,,,,,,,
29010,,,,,Tokito Muichiro Fragment,Mảnh Tokito Muichiro,Tokito Muichiro Fragment,เศษ Tokito Muichiro,Pecahan Tokito Muichiro,Piraso ni Tokito Muichiro,Serpihan Tokito Muichiro,config/portrait/jinglingtouxiang/img_8002.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Tokito Muichiro#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Tokito Muichiro#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Dark Clone SS#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Tokito Muichiro#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Tokito Muichiro#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Tokito Muichiro#C0x55504D#,Collect %d shards to synthesize #C0xE77421#Tokito Muichiro#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",7,,,499,{coin5=50},8002,120,,,,,,,,,,,,,,,,,,,,,
29011,,,,,Dracule Mihawk Fragment,Mảnh Dracule Mihawk,Dracule Mihawk Fragment,เศษ Dracule Mihawk,Pecahan Dracule Mihawk,Piraso ni Dracule Mihawk,Serpihan Dracule Mihawk,config/portrait/jinglingtouxiang/img_8009.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Dracule Mihawk#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dracule Mihawk#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Dracule Mihawk#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Dracule Mihawk#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Dracule Mihawk#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Dracule Mihawk#C0x55504D#,Collect %d shards to synthesize #C0xE77421#Dracule Mihawk#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",6,,,521,{coin5=30},8009,80,,,,,,,,,,,,,,,,,,,,,
29012,,,,,Ulquiorra Cifer Fragment,Mảnh Ulquiorra Cifer,Ulquiorra Cifer Fragment,เศษ Ulquiorra Cifer,Pecahan Ulquiorra Cifer,Piraso ni Ulquiorra Cifer,Serpihan Ulquiorra Cifer,config/portrait/jinglingtouxiang/img_8010.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Ulquiorra Cifer#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Ulquiorra Cifer#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Ulquiorra Cifer#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Ulquiorra Cifer#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Ulquiorra Cifer#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#DUlquiorra Cifer#C0x55504D#,Collect %d shards to synthesize #C0xE77421#Ulquiorra Cifer#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",6,,,521,{coin5=30},8010,80,,,,,,,,,,,,,,,,,,,,,
