VariableName,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
Defaults,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
VariableName,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
2657,,80705,,5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2658,,80705,,6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2659,,80705,,7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2660,,80705,,8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2661,,80705,,9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2662,,80705,,10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2663,,80705,,11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2664,,80705,,12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2665,,80706,,1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2666,,80706,,2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2667,,80706,,3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2668,,80706,,4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2669,,80706,,5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2670,,80706,,6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2671,,80706,,7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2672,,80706,,8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2673,,80706,,9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2674,,80706,,10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2675,,80706,,11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2676,,80706,,12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2677,,80711,{11=1.1},1,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2678,,80711,{11=1.1},2,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2679,,80711,{11=1.1},3,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2680,,80711,{11=1.1},4,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2681,,80711,{11=1.1},5,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2682,,80711,{11=1.1},6,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2683,,80711,{11=1.1},7,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2684,,80711,{11=1.1},8,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2685,,80711,{11=1.1},9,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2686,,80711,{11=1.1},10,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2687,,80711,{11=1.1},11,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2688,,80711,{11=1.1},12,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2689,,80712,{11=1.1},1,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2690,,80712,{11=1.1},2,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2691,,80712,{11=1.1},3,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2692,,80712,{11=1.1},4,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2693,,80712,{11=1.1},5,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2694,,80712,{11=1.1},6,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2695,,80712,{11=1.1},7,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2696,,80712,{11=1.1},8,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2697,,80712,{11=1.1},9,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2698,,80712,{11=1.1},10,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2699,,80712,{11=1.1},11,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2700,,80712,{11=1.1},12,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2701,,80713,,1,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2702,,80713,,2,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2703,,80713,,3,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2704,,80713,,4,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2705,,80713,,5,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2706,,80713,,6,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2707,,80713,,7,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2708,,80713,,8,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2709,,80713,,9,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2710,,80713,,10,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2711,,80713,,11,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2712,,80713,,12,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2713,,80714,,1,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2714,,80714,,2,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2715,,80714,,3,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2716,,80714,,4,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2717,,80714,,5,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2718,,80714,,6,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2719,,80714,,7,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2720,,80714,,8,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2721,,80714,,9,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2722,,80714,,10,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2723,,80714,,11,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2724,,80714,,12,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2725,,80715,,1,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2726,,80715,,2,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2727,,80715,,3,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2728,,80715,,4,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2729,,80715,,5,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2730,,80715,,6,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2731,,80715,,7,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2732,,80715,,8,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2733,,80715,,9,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2734,,80715,,10,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2735,,80715,,11,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2736,,80715,,12,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2737,,80716,,1,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2738,,80716,,2,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2739,,80716,,3,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2740,,80716,,4,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2741,,80716,,5,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2742,,80716,,6,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2743,,80716,,7,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2744,,80716,,8,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2745,,80716,,9,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2746,,80716,,10,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2747,,80716,,11,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2748,,80716,,12,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<0.96;0.96>,,,,,,
2749,,80721,{11=1.1},1,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2750,,80721,{11=1.1},2,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2751,,80721,{11=1.1},3,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2752,,80721,{11=1.1},4,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2753,,80721,{11=1.1},5,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2754,,80721,{11=1.1},6,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2755,,80721,{11=1.1},7,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2756,,80721,{11=1.1},8,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2757,,80721,{11=1.1},9,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2758,,80721,{11=1.1},10,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2759,,80721,{11=1.1},11,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2760,,80721,{11=1.1},12,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2761,,80722,{11=1.1},1,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2762,,80722,{11=1.1},2,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2763,,80722,{11=1.1},3,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2764,,80722,{11=1.1},4,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2765,,80722,{11=1.1},5,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2766,,80722,{11=1.1},6,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2767,,80722,{11=1.1},7,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2768,,80722,{11=1.1},8,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2769,,80722,{11=1.1},9,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2770,,80722,{11=1.1},10,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2771,,80722,{11=1.1},11,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2772,,80722,{11=1.1},12,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2773,,80723,,1,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2774,,80723,,2,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2775,,80723,,3,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2776,,80723,,4,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2777,,80723,,5,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2778,,80723,,6,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2779,,80723,,7,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2780,,80723,,8,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2781,,80723,,9,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2782,,80723,,10,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2783,,80723,,11,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2784,,80723,,12,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2785,,80724,,1,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2786,,80724,,2,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2787,,80724,,3,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2788,,80724,,4,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2789,,80724,,5,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2790,,80724,,6,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2791,,80724,,7,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2792,,80724,,8,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2793,,80724,,9,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2794,,80724,,10,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2795,,80724,,11,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2796,,80724,,12,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2797,,80725,,1,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2798,,80725,,2,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2799,,80725,,3,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2800,,80725,,4,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2801,,80725,,5,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2802,,80725,,6,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2803,,80725,,7,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2804,,80725,,8,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2805,,80725,,9,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2806,,80725,,10,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2807,,80725,,11,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2808,,80725,,12,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2809,,80726,,1,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2810,,80726,,2,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2811,,80726,,3,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2812,,80726,,4,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2813,,80726,,5,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2814,,80726,,6,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2815,,80726,,7,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2816,,80726,,8,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2817,,80726,,9,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2818,,80726,,10,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2819,,80726,,11,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2820,,80726,,12,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2821,,80731,{11=1.1},1,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2822,,80731,{11=1.1},2,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2823,,80731,{11=1.1},3,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2824,,80731,{11=1.1},4,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2825,,80731,{11=1.1},5,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2826,,80731,{11=1.1},6,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2827,,80731,{11=1.1},7,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2828,,80731,{11=1.1},8,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2829,,80731,{11=1.1},9,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2830,,80731,{11=1.1},10,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2831,,80731,{11=1.1},11,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
2832,,80731,{11=1.1},12,<5.38;4.57>,<2.12;2.37>,<2.12;2.37>,<2.82;2.42>,<2.82;2.42>,<0.96;0.96>,,,,,,
