VariableName,sceneName_cn,sceneName,sceneName_vn,sceneName_en,sceneName_th,sceneName_in,sceneName_ph,sceneName_ma,sceneName_kr,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag,unitID
70003,,World Boss,Boss Thế Giới,World Boss,Boss โลก,Boss Dunia,Boss ng Mundo,Boss Dunia,,,,,,15,11,1,,,,,,,battle/scene/battle_map_32.png,,,,,20,,,50,,,boss601,,,3,0,,,{850=0;851=0;901=0;902=0},,,,,,,,,,,,,,,,,,,,,,,,,,
71001,,Resource Boss Battle,Chiến Boss tài nguyên,Resource Boss Battle,ศึกต่อสู้ Boss ทรัพยากร,Pertempuran Boss Sumber Daya,Labanan ng Boss sa Resources,Pertempuran Boss Sumber,,,,<{unitId=42001;level=100;advance=15};{unitId=42002;level=100;advance=15}>,,24,18,1,7,,,,,,battle/scene/battle_map_11.png,,,,,,,,100,,,mineboss1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71002,,Resource Boss Battle,Chiến Boss tài nguyên,Resource Boss Battle,ศึกต่อสู้ Boss ทรัพยากร,Pertempuran Boss Sumber Daya,Labanan ng Boss sa Resources,Pertempuran Boss Sumber,,,,<{unitId=42003;level=100;advance=15};{unitId=42004;level=100;advance=15}>,,24,18,1,7,,,,,,battle/scene/battle_map_11.png,,,,,,,,100,,,mineboss1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71003,,Resource Boss Battle,Chiến Boss tài nguyên,Resource Boss Battle,ศึกต่อสู้ Boss ทรัพยากร,Pertempuran Boss Sumber Daya,Labanan ng Boss sa Resources,Pertempuran Boss Sumber,,,,<{unitId=42005;level=100;advance=15};{unitId=42006;level=100;advance=15}>,,24,18,1,7,,,,,,battle/scene/battle_map_5.png,,,,,,,,100,,,mineboss2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71004,,Resource Boss Battle,Chiến Boss tài nguyên,Resource Boss Battle,ศึกต่อสู้ Boss ทรัพยากร,Pertempuran Boss Sumber Daya,Labanan ng Boss sa Resources,Pertempuran Boss Sumber,,,,<{unitId=42009;level=100;advance=15};{unitId=42007;level=100;advance=15};{unitId=42008;level=100;advance=15}>,,24,18,1,7,,,,,,battle/scene/battle_map_5.png,,,,,,,,100,,,mineboss3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80001,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10}>,<{unitId=291503;level=65;advance=11}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,65,,65,,80001,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80002,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=292612;level=65;advance=10};{unitId=292612;level=65;advance=10};{unitId=292612;level=65;advance=10};{unitId=292612;level=65;advance=10};{unitId=292612;level=65;advance=10}>,<{unitId=291394;level=65;advance=11}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,65,,65,,80002,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80003,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10}>,<{unitId=291612;level=65;advance=11}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,65,,65,,80003,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80004,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,65,,65,,80004,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80005,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,65,,65,,80005,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80006,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,65,,65,,80006,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80011,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=292612;level=65;advance=10};{unitId=292612;level=65;advance=10};{unitId=292612;level=65;advance=10};{unitId=292612;level=65;advance=10};{unitId=292612;level=65;advance=10}>,<{unitId=292033;level=68;advance=11}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,68,,68,,80011,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80012,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,68,,68,,80012,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80013,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10};{unitId=290402;level=65;advance=10}>,<{unitId=291612;level=68;advance=11}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,68,,68,,80013,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80014,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,68,,68,,80014,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80015,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,68,,68,,80015,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80016,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,68,,68,,80016,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80021,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=291911;level=71;advance=10};{unitId=291911;level=71;advance=10};{unitId=291911;level=71;advance=10};{unitId=291911;level=71;advance=10};{unitId=291911;level=71;advance=10}>,<{unitId=300211;level=71;advance=11}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,71,,71,,80021,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80022,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,71,,71,,80022,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80023,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,71,,71,,80023,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80024,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,71,,71,,80024,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80025,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,71,,71,,80025,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80026,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,71,,71,,80026,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80031,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=292033;level=74;advance=10};{unitId=292033;level=74;advance=10};{unitId=292033;level=74;advance=10};{unitId=292033;level=74;advance=10};{unitId=292033;level=74;advance=10}>,<{unitId=300211;level=74;advance=11}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,74,,74,,80031,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80032,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=291612;level=74;advance=10};{unitId=291612;level=74;advance=10};{unitId=291612;level=74;advance=10};{unitId=291612;level=74;advance=10};{unitId=291612;level=74;advance=10}>,<{unitId=300321;level=74;advance=11}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,74,,74,,80032,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80033,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=291394;level=74;advance=10};{unitId=291394;level=74;advance=10};{unitId=291394;level=74;advance=10};{unitId=291394;level=74;advance=10};{unitId=291394;level=74;advance=10}>,<{unitId=300111;level=74;advance=11}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,74,,74,,80033,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80034,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,74,,74,,80034,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80035,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,74,,74,,80035,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80036,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,74,,74,,80036,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80041,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=291911;level=77;advance=10};{unitId=291911;level=77;advance=10};{unitId=291911;level=77;advance=10};{unitId=291911;level=77;advance=10};{unitId=291911;level=77;advance=10}>,<{unitId=300442;level=77;advance=11}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,77,,77,,80041,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80042,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,77,,77,,80042,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80043,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,77,,77,,80043,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80044,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=291612;level=77;advance=10};{unitId=291612;level=77;advance=10};{unitId=291612;level=77;advance=10};{unitId=291612;level=77;advance=10};{unitId=291612;level=77;advance=10}>,<{unitId=303011;level=77;advance=11}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,77,,77,,80044,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80045,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,77,,77,,80045,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80046,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,77,,77,,80046,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80051,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=292723;level=80;advance=15};{unitId=292033;level=80;advance=15};{unitId=291503;level=80;advance=15};{unitId=293353;level=80;advance=15};{unitId=293143;level=80;advance=15}>,<{unitId=300442;level=80;advance=16}>,,18,23,1,,,,,,,battle/scene/battle_map_13.png,,,,,,,,80,,80,,80051,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80101,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=293543;level=70;advance=11};{unitId=293543;level=70;advance=11};{unitId=293543;level=70;advance=11};{unitId=293543;level=70;advance=11};{unitId=293543;level=70;advance=11}>,<{unitId=301331;level=70;advance=12}>,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,70,,70,,80101,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80102,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=291082;level=70;advance=11};{unitId=291082;level=70;advance=11};{unitId=291082;level=70;advance=11};{unitId=291082;level=70;advance=11};{unitId=291082;level=70;advance=11}>,<{unitId=301311;level=70;advance=12}>,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,70,,70,,80102,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80103,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=293543;level=70;advance=11};{unitId=293543;level=70;advance=11};{unitId=293543;level=70;advance=11};{unitId=293543;level=70;advance=11};{unitId=293543;level=70;advance=11}>,<{unitId=290641;level=70;advance=12}>,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,70,,70,,80103,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80104,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,70,,70,,80104,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80105,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,70,,70,,80105,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80106,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,70,,70,,80106,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80111,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=290641;level=73;advance=11};{unitId=290641;level=73;advance=11};{unitId=290641;level=73;advance=11};{unitId=290641;level=73;advance=11};{unitId=290641;level=73;advance=11}>,<{unitId=290641;level=73;advance=12}>,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,73,,73,,80111,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80112,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=292401;level=73;advance=11};{unitId=292401;level=73;advance=11};{unitId=292401;level=73;advance=11};{unitId=292401;level=73;advance=11};{unitId=292401;level=73;advance=11}>,<{unitId=292401;level=73;advance=12}>,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,73,,73,,80112,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80113,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,73,,73,,80113,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80114,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,73,,73,,80114,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80115,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,73,,73,,80115,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80116,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,73,,73,,80116,,,0,,,{529=0;151=0;gold=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80121,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,76,,76,,80121,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80122,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=290632;level=76;advance=11};{unitId=290632;level=76;advance=11};{unitId=290632;level=76;advance=11};{unitId=290632;level=76;advance=11};{unitId=290632;level=76;advance=11}>,<{unitId=290721;level=76;advance=12}>,,18,23,2,,,,,,,battle/scene/battle_map_37.png,,,,,,,,76,,76,,80122,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80123,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,76,,76,,80123,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80124,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,76,,76,,80124,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80125,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,76,,76,,80125,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80126,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,,,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,76,,76,,80126,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
80131,,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,Contest Coppy,,,<{unitId=291082;level=70;advance=11};{unitId=291082;level=70;advance=11};{unitId=291082;level=70;advance=11};{unitId=291082;level=70;advance=11};{unitId=291082;level=70;advance=11}>,<{unitId=293021;level=79;advance=12}>,,18,23,1,,,,,,,battle/scene/battle_map_37.png,,,,,,,,79,,79,,80131,,,0,,,{529=0;151=0;gold=0;152=0},,,,,,,,,,,,,,,,,,,,,,,,,,
