VariableName,name_cn,name_th,name,name_vn,name_in,name_my,name_en,name_ph,attributeType,rarity,natureType,natureType2,twinFlag,battleFlag,rectSize,bossCard_id,bossLife,cardID,star,icon,cardIcon,cardIcon2,iconSimple,cardShow,cardShowScale,cardShowPosC,unitRes,skin,show,bansxScale,bansxPosC,passiveSkillList,skillList,combinationObjCardId,combinationSkillId,everyPos,lifeScale,specBind,killResumeMp1,scale,scaleC,scaleCMode,scaleU,scaleX,scaleSkin,bornTime,rebornTime,deathTime,deathSound,fightingPoint,buffId,buffLifeRound,buffProb,buffLevel,buffValue1,hpGrow,speedGrow,damageGrow,specialDamageGrow,defenceGrow,specialDefenceGrow,hpBaseC,speedBaseC,damageBaseC,defenceBaseC,specialDamageBaseC,specialDefenceBaseC,hpC,mp1C,initMp1C,hpRecoverC,mp1RecoverC,mp2RecoverC,damageC,specialDamageC,defenceC,specialDefenceC,defenceIgnoreC,specialDefenceIgnoreC,speedC,strikeC,strikeDamageC,strikeResistanceC,blockC,breakBlockC,blockPowerC,dodgeC,hitC,damageDodgeC,damageHitC,damageAddC,damageSubC,ultimateAddC,ultimateSubC,damageDeepenC,damageReduceC,suckBloodC,reboundC,cureC,natureRestraintC,controlPerC,immuneControlC,effectPowerId,summonCalDamage,cardSkinScale,shiny,extraSkillList,shinyPos,cardSpine,cardSpineNeedStar,cardSpineScale,frontPriority,fakePassiveSkillList,cardSkinPos,cardSpinePos,shinyRes,showOpen,showOpenOffsetY,scaleY,ShowScale,cardIcon3,cardShowPosY,cardShowPos,cardShowRes,showRes
251226,,ไอนซ์ อูล โกว์น  ,Ainz Ooal Gown  ,Ainz Ooal Gown,Ainz Ooal Gown  ,Ainz Ooal Gown  ,Ainz Ooal Gown  ,Ainz Ooal Gown  ,elitesmonster,3,14,16,,<99>,,,,1813,,config/portrait/speedranktouxiang/img_1813.png,config/portrait/jinglingtouxiang/img_1813.png,config/portrait/jinglingtouxiang2/img_1813.png,config/portrait/simple/img_1813.png,config/big_hero/normal/img_1813.png,,,guwang/guwang.json,,config/big_hero/normal/img_1813.png,,,<59007;59008;59003;59012;18136>,<18131;18132;18133>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_anzi.png,240,,,,,,,
251227,,ซือเซิงเยว่  ,Death Moon  ,Tử Sinh Nguyệt,Bulan Kelahiran dan Kematian  ,Bulan Hidup & Mati  ,Death Moon  ,Death Moon  ,elitesmonster,3,4,15,,<99>,,,,1841,,config/portrait/speedranktouxiang/img_1841.png,config/portrait/jinglingtouxiang/img_1841.png,config/portrait/jinglingtouxiang2/img_1841.png,config/portrait/simple/img_1841.png,config/big_hero/normal/img_1841.png,,,shashengwan/shashengwan.json,,config/big_hero/normal/img_1841.png,,,<59007;59008;59003;59012;18416>,<18411;18412;18413>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_shashengwan.png,240,,,,,,,
251228,,อิคารัส  ,Icarus  ,Icarus,Icarus  ,Icarus  ,Icarus  ,Icarus  ,elitesmonster,4,17,10,,<99>,,,,1893,,config/portrait/speedranktouxiang/img_1893.png,config/portrait/jinglingtouxiang/img_1893.png,config/portrait/jinglingtouxiang2/img_1893.png,config/portrait/simple/img_1893.png,config/big_hero/normal/img_1893.png,,,yikaluosi/yikaluosi.json,,config/big_hero/normal/img_1893.png,,,<59007;59008;59003;59012;18936>,<18931;18932;18933>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_yikaluosi.skel,260,,,,,,,
251229,,เคนจิโร่  ,Kenjiro  ,Kenjiro,Kenjiro  ,Kenjiro  ,Kenjiro  ,Kenjiro  ,elitesmonster,3,13,7,,<99>,,,,1911,,config/portrait/speedranktouxiang/img_1911.png,config/portrait/jinglingtouxiang/img_1911.png,config/portrait/jinglingtouxiang2/img_1911.png,config/portrait/simple/img_1911.png,config/big_hero/normal/img_1911.png,,,jiancilang/jiancilang.json,,config/big_hero/normal/img_1911.png,,,<59007;59008;59003;59012;19116>,<19111;19112;19113>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_jiancilang.png,240,,,,,,,
251230,,เทียนนวี่ชู่  ,Celestial Beast  ,Thiên Nữ Thú,Binatang Peri Langit  ,Binatang Dewi  ,Celestial Beast  ,Goddess Beast  ,elitesmonster,4,10,1,,<99>,,,,1941,,config/portrait/speedranktouxiang/img_1941.png,config/portrait/jinglingtouxiang/img_1941.png,config/portrait/jinglingtouxiang2/img_1941.png,config/portrait/simple/img_1941.png,config/big_hero/normal/img_1941.png,,,tiannvshou/tiannvshou.json,,config/big_hero/normal/img_1941.png,,,<59007;59008;59003;59012;19416>,<19411;19412;19413>,1951,19414,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_tiannvshou.skel,260,,,,,,,
251231,,เทียนซื่อชู่  ,Celestial Angel Beast  ,Thiên Sứ Thú,Binatang Malaikat  ,Binatang Malaikat  ,Celestial Angel Beast  ,Angel Beast  ,elitesmonster,4,10,1,,<99>,,,,1951,,config/portrait/speedranktouxiang/img_1951.png,config/portrait/jinglingtouxiang/img_1951.png,config/portrait/jinglingtouxiang2/img_1951.png,config/portrait/simple/img_1951.png,config/big_hero/normal/img_1951.png,,,tianshishou/tianshishou.json,,config/big_hero/normal/img_1951.png,,,<59007;59008;59003;59012;19516>,<19511;19512;19513>,1941,19514,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_tianshishou.skel,260,,,,,,,
251232,,เครโทส  ,Kratos  ,Kratos,Kratos  ,Kratos  ,Kratos  ,Kratos  ,elitesmonster,3,15,2,,<99>,,,,2023,,config/portrait/speedranktouxiang/img_2023.png,config/portrait/jinglingtouxiang/img_2023.png,config/portrait/jinglingtouxiang2/img_2023.png,config/portrait/simple/img_2023.png,config/big_hero/normal/img_2023.png,,,kuituosi/kuituosi.json,putong,config/big_hero/normal/img_2023.png,,,<59007;59008;59003;59012;20236>,<20231;20232;20233>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_kuituosi.png,240,,,,,,,
251233,,คาเนกิ เคน  ,Kaneki Ken  ,Kaneki Ken,Kaneki Ken  ,Kaneki Ken  ,Kaneki Ken  ,Kaneki Ken  ,elitesmonster,3,16,9,,<99>,,,,2033,,config/portrait/speedranktouxiang/img_2033.png,config/portrait/jinglingtouxiang/img_2033.png,config/portrait/jinglingtouxiang2/img_2033.png,config/portrait/simple/img_2033.png,config/big_hero/normal/img_2033.png,,,jinmuyan/jinmuyan.json,,config/big_hero/normal/img_2033.png,,,<59007;59008;59003;59012;20336>,<20331;20332;20333>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_jinmuyan.png,240,,,,,,,
251234,,วีจีต้า  ,Vegeta  ,Vegeta,Vegeta  ,Vegeta  ,Vegeta  ,Vegeta  ,elitesmonster,4,11,7,,<99>,,,,2233,,config/portrait/speedranktouxiang/img_2233.png,config/portrait/jinglingtouxiang/img_2233.png,config/portrait/jinglingtouxiang2/img_2233.png,config/portrait/simple/img_2233.png,config/big_hero/normal/img_2233.png,,,beijita/beijita.json,,config/big_hero/normal/img_2233.png,,,<59007;59008;59003;59012;22336>,<22331;22332;22333>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_beijita.skel,240,,,,,,,
251235,,ฮินาตะ เฮียวกะ  ,Hinata Hyuga  ,Hinata Hyuga,Hinata Hyuga  ,Hinata Hyuga  ,Hinata Hyuga  ,Hinata Hyuga  ,elitesmonster,3,18,7,,<99>,,,,2242,,config/portrait/speedranktouxiang/img_2242.png,config/portrait/jinglingtouxiang/img_2242.png,config/portrait/jinglingtouxiang2/img_2242.png,config/portrait/simple/img_2242.png,config/big_hero/normal/img_2242.png,,,rixiangchutian/rixiangchutian.json,,config/big_hero/normal/img_2242.png,,,<59007;59008;59003;59012;22426>,<22421;22422;22423>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_rixiang.png,240,,,,,,,
251236,,สึกิโนะ อุซางิ (เธอแห่งดวงจันทร์)  ,Tsukino Usagi (Wild Moon Rabbit)  ,Tsukino Usagi (Tháng Dã Thỏ),Tsukino Usagi (Kelinci Liar Bulan)  ,Tsukino Usagi (Arnab Bulan)  ,Tsukino Usagi (Wild Moon Rabbit)  ,Tsukino Usagi (Buwan ng Ilang Kuneho)  ,elitesmonster,4,3,11,,<99>,,,,2401,,config/portrait/speedranktouxiang/img_2401.png,config/portrait/jinglingtouxiang/img_2401.png,config/portrait/jinglingtouxiang2/img_2401.png,config/portrait/simple/img_2401.png,config/big_hero/normal/img_2401.png,,,yueyetu/yueyetu.json,xinyue,config/big_hero/normal/img_2401.png,,,<59007;59008;59003;59012;24016>,<24011;24012;24013>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_yueyetu.skel,260,,,,,,,
251237,,กิลกาเมช  ,Gilgamesh  ,Gilgamesh,Gilgamesh  ,Gilgamesh  ,Gilgamesh  ,Gilgamesh  ,elitesmonster,4,11,15,,<99>,,,,2493,,config/portrait/speedranktouxiang/img_2493.png,config/portrait/jinglingtouxiang/img_2493.png,config/portrait/jinglingtouxiang2/img_2493.png,config/portrait/simple/img_2493.png,config/big_hero/normal/img_2493.png,,,jinshanshan/jinshanshan.json,,config/big_hero/normal/img_2493.png,,,<59007;59008;59003;59012;24936>,<24931;24932;24933>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_jierjiameishi.skel,260,,,,,,,
251238,,เอ็ดเวิร์ด  ,Edward  ,Edward,Edward  ,Edward  ,Edward  ,Edward  ,elitesmonster,3,13,9,,<99>,,,,2723,,config/portrait/speedranktouxiang/img_2723.png,config/portrait/jinglingtouxiang/img_2723.png,config/portrait/jinglingtouxiang2/img_2723.png,config/portrait/simple/img_2723.png,config/big_hero/normal/img_2723.png,,,aidehua/aidehua.json,,config/big_hero/normal/img_2723.png,,,<59007;59008;59003;59012;27236>,<27231;27232;27233>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_aidehua.png,240,,,,,,,
251239,,เรย์ อายานามิ  ,Rei Ayanami  ,Rei Ayanami,Rei Ayanami  ,Rei Ayanami  ,Rei Ayanami  ,Rei Ayanami  ,elitesmonster,3,4,17,,<99>,,,,3003,,config/portrait/speedranktouxiang/img_3003.png,config/portrait/jinglingtouxiang/img_3003.png,config/portrait/jinglingtouxiang2/img_3003.png,config/portrait/simple/img_3003.png,config/big_hero/normal/img_3003.png,,,lingboli/lingboli.json,,config/big_hero/normal/img_3003.png,,,<59007;59008;59003;59012;30036>,<30031;30032;30033>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_lingboli.png,240,,,,,,,
251240,,ลิชคิง  ,Lich King  ,Lich King,Raja Lich  ,Raja Lich  ,Lich King  ,Lich King  ,elitesmonster,4,6,11,,<99>,,,,3021,,config/portrait/speedranktouxiang/img_3021.png,config/portrait/jinglingtouxiang/img_3021.png,config/portrait/jinglingtouxiang2/img_3021.png,config/portrait/simple/img_3021.png,config/big_hero/normal/img_3021.png,,,wuyaowang/wuyaowang.json,,config/big_hero/normal/img_3021.png,,,<59007;59008;59003;59012;30216>,<30211;30212;30213>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_wuyaowang.skel,240,,,,,,,
251241,,คิริซาเมะ มาริสะ  ,Kirisame Marisa  ,Kirisame Marisa,Kirisame Marisa  ,Kirisame Marisa  ,Kirisame Marisa  ,Kirisame Marisa  ,elitesmonster,4,2,13,,<99>,,,,3143,,config/portrait/speedranktouxiang/img_3143.png,config/portrait/jinglingtouxiang/img_3143.png,config/portrait/jinglingtouxiang2/img_3143.png,config/portrait/simple/img_3143.png,config/big_hero/normal/img_3143.png,,,wuyumolisha/wuyumolisha.json,,config/big_hero/normal/img_3143.png,,,<59007;59008;59003;59012;31436>,<31431;31432;31433>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_wuyvmolisha.skel,240,,,,,,,
251242,,ชานะ  ,Shana  ,Shana,Shana  ,Shana  ,Shana  ,Shana  ,elitesmonster,3,12,2,,<99>,,,,3152,,config/portrait/speedranktouxiang/img_3152.png,config/portrait/jinglingtouxiang/img_3152.png,config/portrait/jinglingtouxiang2/img_3152.png,config/portrait/simple/img_3152.png,config/big_hero/normal/img_3152.png,,,xiana/xiana.json,,config/big_hero/normal/img_3152.png,,,<59007;59008;59003;59012;31526>,<31521;31522;31523>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_xiana.png,240,,,,,,,
251243,,เบลล์แดนดี้  ,Belldandy  ,Belldandy,Belldandy  ,Belldandy  ,Belldandy  ,Belldandy  ,elitesmonster,3,,15,,<99>,,,,3161,,config/portrait/speedranktouxiang/img_3161.png,config/portrait/jinglingtouxiang/img_3161.png,config/portrait/jinglingtouxiang2/img_3161.png,config/portrait/simple/img_3161.png,config/big_hero/normal/img_3161.png,,,beiludandi/beiludandi.json,,config/big_hero/normal/img_3161.png,,,<59007;59008;59003;59012;31616>,<31611;31612;31613>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_beilu.png,240,,,,,,,
251244,,คาคาร็อต (ซุนหง็อก)  ,Kakarot (Son Goku) ,Kakarot (Tôn Ngọc),Kakarot (Son Goku)  ,Kakarot (Ton Ngọc)  ,Kakarot (Son Goku) ,Kakarot (Son Goku)  ,elitesmonster,4,7,11,,<99>,,,,3171,,config/portrait/speedranktouxiang/img_3171.png,config/portrait/jinglingtouxiang/img_3171.png,config/portrait/jinglingtouxiang2/img_3171.png,config/portrait/simple/img_3171.png,config/big_hero/normal/img_3171.png,,,kakaluote/kakaluote.json,,config/big_hero/normal/img_3171.png,,,<59007;59008;59003;59012;31716>,<31711;31712;31713>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_kakaluote.skel,280,,,,,,,
251245,,เซนยัตต้า  ,Zenyatta  ,Zenyata,Zenyata  ,Zenyata  ,Zenyatta  ,Zenyata  ,elitesmonster,3,17,1,,<99>,,,,3181,,config/portrait/speedranktouxiang/img_3181.png,config/portrait/jinglingtouxiang/img_3181.png,config/portrait/jinglingtouxiang2/img_3181.png,config/portrait/simple/img_3181.png,config/big_hero/normal/img_3181.png,,,chanyata/chanyata.json,,config/big_hero/normal/img_3181.png,,,<59007;59008;59003;59012;31816>,<31811;31812;31813>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_chanyata.png,240,,,,,,,
251246,,เมลีโอดัส  ,Meliodas  ,Meliodas,Meliodas  ,Meliodas  ,Meliodas  ,Meliodas  ,elitesmonster,3,15,12,,<99>,,,,3251,,config/portrait/speedranktouxiang/img_3251.png,config/portrait/jinglingtouxiang/img_3251.png,config/portrait/jinglingtouxiang2/img_3251.png,config/portrait/simple/img_3251.png,config/big_hero/normal/img_3251.png,,,meiliaodasi/meiliaodasi.json,putong,config/big_hero/normal/img_3251.png,,,<59007;59008;59003;59012;32516>,<32511;32512;32513>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_meili.png,240,,,,,,,
251247,,อาสึนะ  ,Asuna  ,Asuna,Asuna  ,Asuna  ,Asuna  ,Asuna  ,elitesmonster,4,12,4,,<99>,,,,3303,,config/portrait/speedranktouxiang/img_3303.png,config/portrait/jinglingtouxiang/img_3303.png,config/portrait/jinglingtouxiang2/img_3303.png,config/portrait/simple/img_3303.png,config/big_hero/normal/img_3303.png,,,yasina/yasina.json,,config/big_hero/normal/img_3303.png,,,<59007;59008;59003;59012;33036>,<33031;33032;33033>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_yasina.skel,260,,,,,,,
251248,,สึนาเดะ  ,Tsunade  ,Tsunade,Tsunade  ,Tsunade  ,Tsunade  ,Tsunade  ,elitesmonster,4,18,13,,<99>,,,,3353,,config/portrait/speedranktouxiang/img_3353.png,config/portrait/jinglingtouxiang/img_3353.png,config/portrait/jinglingtouxiang2/img_3353.png,config/portrait/simple/img_3353.png,config/big_hero/normal/img_3353.png,,,gangshou/gangshou.json,,config/big_hero/normal/img_3353.png,,,<59007;59008;59003;59012;33536>,<33531;33532;33533>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_gangshou.skel,300,,,,,,,
251249,,แลมบ์ด้า  ,Lambda  ,Lambda,Lambda  ,Lambda  ,Lambda  ,Lambda  ,elitesmonster,3,10,17,,<99>,,,,3592,,config/portrait/speedranktouxiang/img_3592.png,config/portrait/jinglingtouxiang/img_3592.png,config/portrait/jinglingtouxiang2/img_3592.png,config/portrait/simple/img_3592.png,config/big_hero/normal/img_3592.png,,,lamuda/lamuda.json,,config/big_hero/normal/img_3592.png,,,<59007;59008;59003;59012;35926>,<35921;35922;35923>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_lamuda.png,240,,,,,,,
251250,,โจทาโร่ คุโจ  ,Jotaro Kujo  ,Jotaro Kujo,Jotaro Kujo  ,Jotaro Kujo  ,Jotaro Kujo  ,Jotaro Kujo  ,elitesmonster,3,4,7,,<99>,,,,3663,,config/portrait/speedranktouxiang/img_3663.png,config/portrait/jinglingtouxiang/img_3663.png,config/portrait/jinglingtouxiang2/img_3663.png,config/portrait/simple/img_3663.png,config/big_hero/normal/img_3663.png,,,kongtiaochengtailang/kongtiaochengtailang.json,,config/big_hero/normal/img_3663.png,,,<59007;59008;59003;59012;36636>,<36631;36632;36633>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_kongtiao.png,240,,,,,,,
251251,,เบียร์รัส  ,Beerus  ,Beerus,Beerus  ,Beerus  ,Beerus  ,Beerus  ,elitesmonster,4,15,2,,<99>,,,,3673,,config/portrait/speedranktouxiang/img_3673.png,config/portrait/jinglingtouxiang/img_3673.png,config/portrait/jinglingtouxiang2/img_3673.png,config/portrait/simple/img_3673.png,config/big_hero/normal/img_3673.png,,,bilusi/bilusi.json,,config/big_hero/normal/img_3673.png,,,<59007;59008;59003;59012;36736>,<36731;36732;36733>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_bilusi.skel,280,,,,,,,
251252,,ตี้เจียเซ่อ  ,Thunder Enemy  ,Địch Gia Sét,Dich Jia Set  ,Dijiya Set  ,Thunder Enemy  ,Enemy Lightning  ,elitesmonster,4,,5,,<99>,,,,7001,,config/portrait/speedranktouxiang/img_7001.png,config/portrait/jinglingtouxiang/img_7001.png,config/portrait/jinglingtouxiang2/img_7001.png,config/portrait/simple/img_7001.png,config/big_hero/normal/img_7001.png,,,dijia/dijia.json,,config/big_hero/normal/img_25_pkq@.png,,,<59007;59008;59003;59012;946>,<941;942;943>,,,,,,,1.5,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_dijia.skel,340,,,,,,,
251253,,คางุระ  ,Kagura  ,Kagura,Kagura  ,Kagura  ,Kagura  ,Kagura  ,elitesmonster,3,8,16,,<99>,,,,163,,config/portrait/speedranktouxiang/img_163.png,config/portrait/jinglingtouxiang/img_163.png,config/portrait/jinglingtouxiang2/img_163.png,config/portrait/simple/img_163.png,config/big_hero/normal/img_163.png,,,shenle/shenle.json,,config/big_hero/normal/img_163.png,,,<59007;59008;59003;59012;1636>,<1631;1632;1633>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_shenle.png,240,,,,,,,
251254,,สึนะโยชิ ซาวาดะ  ,Tsunayoshi Sawada  ,Tsunayoshi Sawada,Tsunayoshi Sawada  ,Tsunayoshi Sawada  ,Tsunayoshi Sawada  ,Tsunayoshi Sawada  ,elitesmonster,3,2,7,,<99>,,,,242,,config/portrait/speedranktouxiang/img_242.png,config/portrait/jinglingtouxiang/img_242.png,config/portrait/jinglingtouxiang2/img_242.png,config/portrait/simple/img_242.png,config/big_hero/normal/img_242.png,,,zetiangangji/zetiangangji.json,,config/big_hero/normal/img_242.png,,,<59007;59008;59003;59012;2426>,<2421;2422;2423>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_zetiangangji.png,240,,,,,,,
251255,,โอโรจิ  ,Orochi  ,Orochi,Orochi  ,Orochi  ,Orochi  ,Orochi  ,elitesmonster,4,11,16,,<99>,,,,263,,config/portrait/speedranktouxiang/img_263.png,config/portrait/jinglingtouxiang/img_263.png,config/portrait/jinglingtouxiang2/img_263.png,config/portrait/simple/img_263.png,config/big_hero/normal/img_263.png,,,dashe/dashe.json,,config/big_hero/normal/img_263.png,,,<59007;59008;59003;59012;2636>,<2631;2632;2633>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_dashe.skel,250,,,,,,,
251256,,คาคาชิ ฮาตาเกะ  ,Kakashi Hatake  ,Kakashi Hatake,Kakashi Hatake  ,Kakashi Hatake  ,Kakashi Hatake  ,Kakashi Hatake  ,elitesmonster,3,18,5,,<99>,,,,333,,config/portrait/speedranktouxiang/img_333.png,config/portrait/jinglingtouxiang/img_333.png,config/portrait/jinglingtouxiang2/img_333.png,config/portrait/simple/img_333.png,config/big_hero/normal/img_333.png,,,qimukakaxi/qimukakaxi.json,,config/big_hero/normal/img_333.png,,,<59007;59008;59003;59012;3336>,<3331;3332;3333>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_kakaxi.png,240,,,,,,,
251257,,คาคาชิ คามุอิ สกิน 1  ,Kamui Kakashi Skin 1  ,Kamui Kakashi Skin 1,Kamui Kakashi Kulit 1  ,Kamui Kakashi Skin 1  ,Kamui Kakashi Skin 1  ,Kamui Kakashi Skin 1  ,elitesmonster,4,16,15,,<99>,,,,393,,config/portrait/speedranktouxiang/img_393.png,config/portrait/jinglingtouxiang/img_393.png,config/portrait/jinglingtouxiang2/img_393.png,config/portrait/simple/img_393.png,config/big_hero/normal/img_393.png,,,hadisi/hadisi.json,,config/big_hero/normal/img_393.png,,,<59007;59008;59003;59012;3936>,<3931;3932;3933>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_hadisi.skel,240,,,,,,,
251258,,เท็คเคน  ,Tekken  ,Tekken,Tekken  ,Tekken  ,Tekken  ,Tekken  ,elitesmonster,3,,11,,<99>,,,,503,,config/portrait/speedranktouxiang/img_503.png,config/portrait/jinglingtouxiang/img_503.png,config/portrait/jinglingtouxiang2/img_503.png,config/portrait/simple/img_503.png,config/big_hero/normal/img_503.png,,,yiliya/yiliya.json,,config/big_hero/normal/img_503.png,,,<59007;59008;59003;59012;5036>,<5031;5032;5033>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_yiliya.png,240,,,,,,,
251259,,แฮร์รี่  ,Harry  ,Harry,Harry  ,Harry  ,Harry  ,Harry  ,elitesmonster,4,12,16,,<99>,,,,572,,config/portrait/speedranktouxiang/img_572.png,config/portrait/jinglingtouxiang/img_572.png,config/portrait/jinglingtouxiang2/img_572.png,config/portrait/simple/img_572.png,config/big_hero/normal/img_572.png,,,chitong/chitong.json,,config/big_hero/normal/img_572.png,,,<59007;59008;59003;59012;5726>,<5721;5722;5723>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_chitong.skel,240,,,,,,,
