VariableName,_beizhu,npc,gymID,hardDegree,weight,deployType,deployNatureLimit,deployCardNumLimit,deployNum,lastJump,historyJump,_beizhu1,weatherDesc,weatherDesc_vn,weatherDesc_en,weatherDesc_th,weatherDesc_in,weatherDesc_ph,weatherDesc_ma,palce,palce_vn,palce_en,palce_th,palce_in,palce_ph,palce_ma,placeDesc,placeDesc_vn,placeDesc_en,placeDesc_th,placeDesc_in,placeDesc_ph,placeDesc_ma,specialEff,specialEffDesc,specialEffDesc_vn,specialEffDesc_tw,specialEffDesc_en,specialEffDesc_th,specialEffDesc_in,specialEffDesc_ph,specialEffDesc_ma
80642,,,7,65,1,,,,,63,62,,,,,,,,,,,,,,,,,,,,,,,<<<12>;1;0;10%>;<<12>;13;0;10%>>,"/n Fire-type skill damage increases, burn damage and damage against countered attributes increase over a wide area /n Fire Spirit swan can challenge up to 5 targets /n To break the insect swarm, use fire attacks","/n Hỏa hệ kỹ năng tổn thương tăng thêm, thiêu đốt tổn thương cùng thuộc tính khắc chế tổn thương tăng lên trên diện rộng /n Hỏa Thần nga nhưng khiêu chiến nhiều nhất 5 Cái mục tiêu /n Muốn phá bầy trùngNghi dùng hỏa công",,"/n Fire-type skill damage increases, burn damage and damage against countered attributes increase over a wide area /n Fire Spirit swan can challenge up to 5 targets /n To break the insect swarm, use fire attacks",/n ความเสียหายจากสกิลธาตุไฟเพิ่มขึ้น ความเสียหายจากการเผาไหม้และความเสียหายต่อธาตุที่ถูกต้านทานเพิ่มขึ้นในวงกว้าง /n หงส์เทพไฟสามารถท้าทายเป้าหมายได้สูงสุด 5 ตัว /n ต้องการทำลายฝูงแมลงให้ใช้การโจมตีด้วยไฟ,"/n Damage skill tipe api meningkat, damage bakar dan damage terhadap atribut yang dikalahkan meningkat dalam area luas /n Angsa Roh Api dapat menantang hingga 5 target /n Untuk menghancurkan kawanan serangga, gunakan serangan api","/n Tumataas ang damage ng fire-type skill, pati na rin ang burn damage at damage laban sa mga attributes na na-counter sa malawak na lugar /n Ang Fire Spirit swan ay maaaring hamunin hanggang 5 na target /n Para sirain ang insekto swarm, gamitin ang fire attacks","/n Peningkatan kerosakan kemahiran jenis api, kerosakan bakar dan kerosakan terhadap atribut yang dikawal meningkat dalam kawasan luas /n Angsa Roh Api boleh mencabar sehingga 5 sasaran /n Untuk memusnahkan kawanan serangga, gunakan serangan api"
80643,,,7,65,,,,,,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80644,,,7,65,,,,,,63,63,,,,,,,,,,,,,,,,,,,,,,,<<<17>;17;0;1000>;<<17>;19;0;1000>>,"/n After 7 rounds, Kira will awaken from deep sleep",/n Kira cầu 7 Hiệp sau đem từ thẩm ngủ chi kén thức tỉnh,,"/n After 7 rounds, Kira will awaken from deep sleep",/n หลังจาก 7 รอบ Kira จะตื่นจากการหลับใหลลึก,"/n Setelah 7 ronde, Kira akan terbangun dari tidur nyenyak","/n Pagkatapos ng 7 rounds, gigising si Kira mula sa malalim na tulog","/n Selepas 7 pusingan, Kira akan terjaga dari tidur yang nyenyak"
80645,,,7,65,,,,,,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80646,,,7,65,,,,,,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80651,,TRUE,7,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80701,,,8,71,1,,,,,,,,,,,,,,,Spirit Field:,Tinh thần sân bãi:,Spirit Field:,สนามจิตวิญญาณ:,Lapangan Roh:,Larangan ng Espiritu:,Padang Roh:,Forced auto battle,Cưỡng chế tự động chiến đấu,Forced auto battle,บังคับต่อสู้แบบอัตโนมัติ,Pertarungan otomatis paksa,Pinilit na awtomatikong labanan,Pertarungan automatik paksa,<<<15>;1;0;5%>;<<15>;23;0;1000>>,,,,,,,,
80702,,,8,71,1,,,,,,,,Fog (Significantly reduces the accuracy of all pets),Sương Mù (Giảm đáng kể độ chính xác của toàn bộ linh thú),Fog (Significantly reduces the accuracy of all pets),หมอก (ลดความแม่นยำของสัตว์เลี้ยงทั้งหมดอย่างมาก),Kabut (Mengurangi akurasi semua hewan peliharaan secara signifikan),Fog (Malaki ang pagbaba ng katumpakan ng lahat ng alaga),Kabut (Mengurangkan ketepatan semua haiwan peliharaan dengan ketara),,,,,,,,,,,,,,,<<<1;16>;1;0;5%>;<<1;16>;22;0;1000>>,,,,,,,,
80703,,,8,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<11;18>;1;0;5%>;<<11;18>;22;0;1000>>,,,,,,,,
80704,,,8,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80705,,,8,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80706,,,8,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80711,,,8,72,1,,,,,,,,,,,,,,,Spirit Field:,Tinh thần sân bãi:,Spirit Field:,สนามจิตวิญญาณ:,Lapangan Roh:,Larangan ng Espiritu:,Padang Roh:,Forced auto battle,Cưỡng chế tự động chiến đấu,Forced auto battle,บังคับต่อสู้แบบอัตโนมัติ,Pertarungan otomatis paksa,Pinilit na awtomatikong labanan,Pertarungan automatik paksa,<<<15>;1;0;6%>;<<15>;17;0;1000>;<<15>;19;0;1000>>,,,,,,,,
80712,,,8,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<18>;1;0;6%>;<<18>;5;0;10000>>,,,,,,,,
80713,,,8,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80714,,,8,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80715,,,8,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80716,,,8,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80721,,,8,73,1,,,,,,,,,,,,,,,Spirit Field:,Tinh thần sân bãi:,Spirit Field:,สนามจิตวิญญาณ:,Lapangan Roh:,Larangan ng Espiritu:,Padang Roh:,Forced auto battle,Cưỡng chế tự động chiến đấu,Forced auto battle,บังคับต่อสู้แบบอัตโนมัติ,Pertarungan otomatis paksa,Pinilit na awtomatikong labanan,Pertarungan automatik paksa,<<<15>;1;0;7%>;<<15>;12;0;1000>>,"/n Human scientific power can create its body, but cannot create a gentle heart","/n Nhân loại khoa học lực lượng có thể tạo ra thân thể của nó, lại không cách nào tạo ra một viên ôn nhu tâm",,"/n Human scientific power can create its body, but cannot create a gentle heart",/n พลังวิทยาศาสตร์ของมนุษย์สามารถสร้างร่างกายได้ แต่ไม่สามารถสร้างใจที่อ่อนโยนได้,"/n Kekuatan ilmiah manusia dapat menciptakan tubuhnya, tetapi tidak dapat menciptakan hati yang lembut","/n Kayang likhain ng siyentipikong lakas ng tao ang kanyang katawan, ngunit hindi makalikha ng banayad na puso","/n Kuasa saintifik manusia boleh mencipta tubuhnya, tetapi tidak boleh mencipta hati yang lembut"
80722,,,8,73,1,,,,,,,,,,,,,,,Fog Field:,Sương mù sân bãi:,Fog Field:,สนามหมอก:,Lapangan Kabut:,Labanan ng Fog:,Padang Kabut:,Elemental dragon damage reduced by 20% /n Immune system ninjutsu effectively controls,Rồng hệ tinh linh tổn thương giảm xuống 20%/n Nhẫn thuật hệ miễn dịch khống chế hiệu quả,Elemental dragon damage reduced by 20% /n Immune system ninjutsu effectively controls,มังกรธาตุได้รับความเสียหายลดลง 20% /n นินจutsu ระบบภูมิคุ้มกันควบคุมอย่างมีประสิทธิภาพ,Kerusakan naga elemen berkurang 20% /n Ninjutsu sistem kekebalan mengendalikan secara efektif,Ang pinsala ng elemental dragon ay nabawasan ng 20% /n Epektibong kinokontrol ng immune system ninjutsu,Kerosakan naga elemen berkurang sebanyak 20% /n Ninjutsu sistem imun mengawal dengan berkesan,,A fat person can greatly increase their physical strength,Béo đinh có thể lực lớn bức tăng lên,,A fat person can greatly increase their physical strength,คนอ้วนสามารถเพิ่มกำลังทางร่างกายได้มาก,Orang gemuk dapat meningkatkan kekuatan fisiknya secara besar-besaran,Ang matabang tao ay maaaring magpalakas nang malaki ang lakas ng katawan,Orang gemuk boleh meningkatkan kekuatan fizikalnya dengan banyak
80723,,,8,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80724,,,8,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80725,,,8,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80726,,,8,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80731,,,8,74,1,,,,,72,,,Fog (Significantly reduces the accuracy of all pets),Sương Mù (Giảm đáng kể độ chính xác của toàn bộ linh thú),Fog (Significantly reduces the accuracy of all pets),หมอก (ลดความแม่นยำของสัตว์เลี้ยงทั้งหมดอย่างมาก),Kabut (Mengurangi akurasi semua hewan peliharaan secara signifikan),Fog (Lubos na nagpapababa ng katumpakan ng lahat ng alaga),Kabut (Mengurangkan ketepatan semua haiwan peliharaan dengan ketara),,,,,,,,,,,,,,,<<<18;15>;1;0;8%>;<<18;15>;28;0;1000>>,,,,,,,,
80732,,,8,74,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,<<<11>;1;0;8%>;<<11>;16;0;500>>,,,,,,,,
80733,,,8,74,1,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,<<<1;16>;1;0;8%>>,"Before three rounds, the enemy's overall control rate increases over a wide area /n#F20#/n#F40# Chanay flower home /n#F20# /n#F40# Do you want to become my enemy?",Trước ba hiệp địch quân toàn thể khống chế suất tăng lên trên diện rộng /n#F20#/n#F40# Chanay đóa nhà /n#F20# /n#F40# Ngươi muốn trở thành địch nhân của ta sao?,,"Before three rounds, the enemy's overall control rate increases over a wide area /n#F20#/n#F40# Chanay flower home /n#F20# /n#F40# Do you want to become my enemy?",ก่อนสามรอบ อัตราควบคุมโดยรวมของศัตรูเพิ่มขึ้นในวงกว้าง /n#F20#/n#F40# Chanay ดอกไม้บ้าน /n#F20# /n#F40# คุณต้องการเป็นศัตรูของฉันหรือไม่?,"Sebelum tiga ronde, tingkat kontrol keseluruhan musuh meningkat di area luas /n#F20#/n#F40# Chanay bunga rumah /n#F20# /n#F40# Apakah kamu ingin menjadi musuhku?","Bago ang tatlong rounds, tumataas ang kabuuang control rate ng kalaban sa malawak na lugar /n#F20#/n#F40# Chanay bulaklak bahay /n#F20# /n#F40# Gusto mo bang maging kalaban ko?","Sebelum tiga pusingan, kadar kawalan keseluruhan musuh meningkat di kawasan luas /n#F20#/n#F40# Chanay bunga rumah /n#F20# /n#F40# Adakah kamu mahu menjadi musuhku?"
80734,,,8,74,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80735,,,8,74,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80736,,,8,74,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80741,,,8,75,,,,,,72,72,,,,,,,,,Fog Field:,Sương mù sân bãi:,Fog Field:,สนามหมอก:,Lapangan Kabut:,Labanan ng Fog:,Padang Kabut:,Elemental dragon damage reduced by 20% /n Immune system ninjutsu effectively controls,Rồng hệ tinh linh tổn thương giảm xuống 20%/n Nhẫn thuật hệ miễn dịch khống chế hiệu quả,Elemental dragon damage reduced by 20% /n Immune system ninjutsu effectively controls,มังกรธาตุได้รับความเสียหายลดลง 20% /n นินจutsu ระบบภูมิคุ้มกันควบคุมอย่างมีประสิทธิภาพ,Kerusakan naga elemen berkurang 20% /n Ninjutsu sistem kekebalan mengendalikan secara efektif,Ang pinsala ng elemental dragon ay nabawasan ng 20% /n Epektibong kinokontrol ng immune system ninjutsu,Kerosakan naga elemen berkurang sebanyak 20% /n Ninjutsu sistem imun mengawal dengan berkesan,,"The entire enemy's skill cooldown may not freeze /n The ancient metal beast, upon first reaching 4 rage points, will continuously release its ultimate skill twice","Địch quân toàn thể tài mọn có thể không làm lạnh /n Cự kim quái lần đầu tập đầy 4 Cách điểm nộ khí lúc, sẽ liên tục phóng thích hai lần tất sát kỹ",,"The entire enemy's skill cooldown may not freeze /n The ancient metal beast, upon first reaching 4 rage points, will continuously release its ultimate skill twice",ศัตรูทั้งหมดอาจไม่ถูกแช่แข็งคูลดาวน์ /n สัตว์ประหลาดโลหะโบราณเมื่อถึง 4 แต้มความโกรธครั้งแรก จะปล่อยสกิลอัลติเมทสองครั้งติดต่อกัน,"Seluruh cooldown skill musuh mungkin tidak membeku /n Monster logam kuno saat pertama kali mencapai 4 poin kemarahan, akan terus melepaskan skill ultimate dua kali","Maaaring hindi mag-freeze ang cooldown ng lahat ng kalaban /n Ang sinaunang metal beast, sa unang pag-abot ng 4 na puntos ng galit, ay patuloy na magpapalabas ng ultimate skill nang dalawang beses","Kesemua cooldown kemahiran musuh mungkin tidak membeku /n Raksasa logam purba apabila pertama kali mencapai 4 mata kemarahan, akan melepaskan skill ultimate dua kali berturut-turut"
80742,,,8,75,1,,,,,73,72,,,,,,,,,,,,,,,,,,,,,,,<<<18;15>;1;0;8%>;<<18;15>;28;0;1000>>,,,,,,,,
80743,,,8,75,,,,,,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80744,,,8,75,,3,,,4,73,72,,,,,,,,,,,,,,,,,,,,,,,,"True · Super Demon God Light Ring /n The scarf will summon a corresponding number of spirits based on the number of enemies deployed /n When releasing the scarf to kill a target, the force will be punished and restrained, turning into a Punishment Scarf, lasting 3 rounds, also eternally vulnerable by 40% (But with layers) /n Subtitle: The Light Ring is very fragile but still attacked","Thật · Vòng ánh sáng siêu Ma Thần /n Hồ khăn sẽ căn cứ đối phương ra trận nhân số triệu hoán đối ứng số lượng tinh linh /n Đương giải phóng Hồ khăn đánh giết mục tiêu lúc, lực lượng sẽ bị trừng trị chi ấm chế ước biến thành trừng trị Hồ khăn, tiếp tục 3 Hiệp, cũng vĩnh cửu dễ tổn thương 40%( Nhưng điệp gia )/n Tiểu đề bày ra: Vòng ánh sáng mười phần yếu ớt, lại nhưng bị công kích",,"True · Super Demon God Light Ring /n The scarf will summon a corresponding number of spirits based on the number of enemies deployed /n When releasing the scarf to kill a target, the force will be punished and restrained, turning into a Punishment Scarf, lasting 3 rounds, also eternally vulnerable by 40% (But with layers) /n Subtitle: The Light Ring is very fragile but still attacked",จริง · วงแสงเทพปีศาจขั้นสูง /n ผ้าพันคอจะเรียกวิญญาณตามจำนวนศัตรูที่ออกสนาม /n เมื่อตอนใช้ผ้าพันคอฆ่าเป้าหมาย พลังจะถูกลงโทษและจำกัด กลายเป็นผ้าพันคอลงโทษ เป็นเวลา 3 รอบ และมีความเปราะบางถาวร 40% (แต่มีชั้น) /n หัวข้อย่อย: วงแสงเปราะบางมากแต่ยังถูกโจมตี,"Nyata · Cincin Cahaya Dewa Iblis Super /n Syal akan memanggil jumlah roh yang sesuai berdasarkan jumlah musuh yang dikerahkan /n Saat melepaskan syal untuk membunuh target, kekuatan akan dihukum dan dibatasi, berubah menjadi Syal Hukuman, berlangsung selama 3 giliran, juga rentan selamanya sebesar 40% (Tapi bertingkat) /n Subjudul: Cincin Cahaya sangat rapuh tetapi tetap diserang","Totoo · Super Demon God Light Ring /n Ang scarf ay magtatawag ng katumbas na bilang ng mga espiritu base sa bilang ng mga kaaway na inilabas /n Kapag pinakawalan ang scarf upang pumatay ng target, ang pwersa ay parurusahan at pipigilan, nagiging Punishment Scarf, tumatagal ng 3 rounds, at palaging madaling masaktan ng 40% (Ngunit may mga layer) /n Subtitle: Napakahina ng Light Ring pero tinatamaan pa rin","Sebenar · Cincin Cahaya Tuhan Iblis Super /n Skarf akan memanggil jumlah roh yang sepadan berdasarkan bilangan musuh yang dikerah /n Apabila melepaskan skarf untuk membunuh sasaran, kekuatan akan dihukum dan dikawal, berubah menjadi Skarf Hukuman, berlangsung selama 3 pusingan, juga sentiasa mudah terdedah sebanyak 40% (Tetapi bertingkat) /n Sarikata: Cincin Cahaya sangat rapuh tetapi masih diserang"
80745,,,8,75,,,,,,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80746,,,8,75,,,,,,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80751,,TRUE,8,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
