VariableName,_beizhu,huodongID,periodType,weekParam,taskAttribute,taskType,taskParam,taskSpecialParam,title,title_th,title_en,title_vn,title_kr,desc,desc_th,desc_en,desc_vn,desc_kr,exp,goToPanel
7603,,1007,2,5,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
7604,,1007,2,5,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
7605,,1007,2,5,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
7606,,1007,2,5,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
7607,,1007,2,5,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
7608,,1007,2,5,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
7609,,1007,2,5,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
7610,,1007,2,5,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
7611,,1007,2,5,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
7612,,1007,2,5,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
7613,,1007,2,5,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
7621,,1007,2,6,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
7622,,1007,2,6,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
7623,,1007,2,6,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
7624,,1007,2,6,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
7625,,1007,2,6,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
7626,,1007,2,6,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
7627,,1007,2,6,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
7628,,1007,2,6,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
7629,,1007,2,6,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
7630,,1007,2,6,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
7631,,1007,2,6,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
7632,,1007,2,6,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
7633,,1007,2,6,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
7641,,1007,2,7,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
7642,,1007,2,7,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
7643,,1007,2,7,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
7644,,1007,2,7,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
7645,,1007,2,7,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
7646,,1007,2,7,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
7647,,1007,2,7,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
7648,,1007,2,7,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
7649,,1007,2,7,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
7650,,1007,2,7,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
7651,,1007,2,7,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
7652,,1007,2,7,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
7653,,1007,2,7,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
7661,,1007,2,8,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
7662,,1007,2,8,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
7663,,1007,2,8,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
7664,,1007,2,8,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
7665,,1007,2,8,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
7666,,1007,2,8,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
7667,,1007,2,8,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
7668,,1007,2,8,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
7669,,1007,2,8,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
7670,,1007,2,8,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
7671,,1007,2,8,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
7672,,1007,2,8,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
7673,,1007,2,8,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
7681,,1007,2,9,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
7682,,1007,2,9,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
7683,,1007,2,9,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
7684,,1007,2,9,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
7685,,1007,2,9,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
7686,,1007,2,9,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
7687,,1007,2,9,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
7688,,1007,2,9,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
7689,,1007,2,9,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
7690,,1007,2,9,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
7691,,1007,2,9,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
7692,,1007,2,9,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
7693,,1007,2,9,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
7701,,1007,2,10,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
7702,,1007,2,10,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
7703,,1007,2,10,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
7704,,1007,2,10,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
7705,,1007,2,10,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
7706,,1007,2,10,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
7707,,1007,2,10,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
7708,,1007,2,10,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
7709,,1007,2,10,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
7710,,1007,2,10,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
7711,,1007,2,10,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
7712,,1007,2,10,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,200,
7713,,1007,2,10,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,200,
7721,,1007,2,11,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,100,
7722,,1007,2,11,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,100,strengthen-1
7723,,1007,2,11,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,200,
7724,,1007,2,11,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,100,
7725,,1007,2,11,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,100,
7726,,1007,2,11,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,100,
7727,,1007,2,11,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,200,
7728,,1007,2,11,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,200,10000
7729,,1007,2,11,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,200,20000
7730,,1007,2,11,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,100,
7731,,1007,2,11,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,200,
