VariableName,huodongID,_beizhu,name_cn,name,name_en,name_vn,name_th,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages,group,costMap,unlock
138001,510064,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{rmb=500;gold=100000;stamina=100},,0,,,1,activity/direct_gift/icon_znq3.png,,,,,,
138002,510064,sea,,Daily Pack 0.99$,Daily Pack 0.99$,Daily Pack 0.99$,Daily Pack 30฿,1,,{stamina=100;902=10;501=10;19=10},102,,,,1,activity/direct_gift/icon_znq3.png,,,,,,
138003,510064,sea,,Daily Pack 1.99$,Daily Pack 1.99$,Daily Pack 1.99$,Daily Pack 60฿,1,,{stamina=100;2103=20;902=20;451=200;452=100},103,,,,1,activity/direct_gift/icon_znq3.png,,,,,,
138004,510064,sea,,Daily Pack 1.99$,Daily Pack 1.99$,Daily Pack 1.99$,Daily Pack 60฿,1,,{stamina=100;2103=20;902=20;850=200;851=100},103,,,,1,activity/direct_gift/icon_znq3.png,,,,,,
138005,510064,sea,,Daily Pack 2.99$,Daily Pack 2.99$,Daily Pack 2.99$,Daily Pack 90฿,1,,{stamina=200;604=50;2103=30;151=100;152=100},104,,,,1,activity/direct_gift/icon_znq3.png,,,,,,
138006,510064,sea,,Daily Pack 2.99$,Daily Pack 2.99$,Daily Pack 2.99$,Daily Pack 90฿,1,,{stamina=200;604=50;2103=30;501=30;19=30},104,,,,1,activity/direct_gift/icon_znq3.png,,,,,,
138007,510064,sea,,Daily Pack 4.99$,Daily Pack 4.99$,Daily Pack 4.99$,Daily Pack 150฿,1,,{stamina=300;611=50;2103=40;124=30;6059=1},106,,,,1,activity/direct_gift/icon_znq3.png,,,,,,
138008,510064,sea,,Daily Pack 8.99$,Daily Pack 8.99$,Daily Pack 8.99$,Daily Pack 300฿,1,,{stamina=500;605=50;2103=50;124=50;6059=2},107,,,,1,activity/direct_gift/icon_znq3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
139001,510065,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{rmb=100;gold=100000;stamina=100},,0,,,1,activity/direct_gift/box_5.png,,,,,,
139002,510065,sea,,Daily Pack Sale 0.99$,Daily Pack Sale 0.99$,Daily Pack Sale 0.99$,Daily Pack Sale 30฿,1,,{rmb=1888;stamina=100;902=10;501=10;19=10},102,,,,1,activity/direct_gift/box_5.png,,,,,,
139003,510065,sea,,Daily Pack Sale 1.99$,Daily Pack Sale 1.99$,Daily Pack Sale 1.99$,Daily Pack Sale 60฿,1,,{rmb=3888;stamina=100;2103=20;902=20;451=200;452=100},103,,,,1,activity/direct_gift/box_5.png,,,,,,
139004,510065,sea,,Daily Pack Sale 2.99$,Daily Pack Sale 2.99$,Daily Pack Sale 2.99$,Daily Pack Sale 90฿,1,,{rmb=5888;stamina=100;2103=20;902=20;850=200;851=100},104,,,,1,activity/direct_gift/box_5.png,,,,,,
139005,510065,sea,,Daily Pack Sale 3.99$,Daily Pack Sale 3.99$,Daily Pack Sale 3.99$,Daily Pack Sale 120฿,1,,{rmb=8888;stamina=200;604=30;2103=20;151=200;152=200},105,,,,1,activity/direct_gift/box_5.png,,,,,,
139006,510065,sea,,Daily Pack Sale 4.99$,Daily Pack Sale 4.99$,Daily Pack Sale 4.99$,Daily Pack Sale 150฿,1,,{rmb=12888;stamina=200;604=50;2103=30;501=30;19=30},106,,,,1,activity/direct_gift/box_5.png,,,,,,
139007,510065,sea,,Daily Pack Sale 8.99$,Daily Pack Sale 8.99$,Daily Pack Sale 8.99$,Daily Pack Sale 300฿,1,,{rmb=28888;stamina=300;611=50;2103=50;124=30;6059=2},107,,,,1,activity/direct_gift/box_5.png,,,,,,
139008,510065,sea,,Daily Pack Sale 14.99$,Daily Pack Sale 14.99$,Daily Pack Sale 14.99$,Daily Pack Sale 450฿,1,,{rmb=38888;stamina=600;605=50;2103=100;124=60;6059=4},108,,,,1,activity/direct_gift/box_5.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
140001,510066,sea,,Accessory Pack 0.99$,Accessory Pack 0.99$,Accessory Pack 0.99$,Accessory Pack 30฿,1,,{6059=1;531=20;537=20},102,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
140002,510066,sea,,Accessory Pack 1.99$,Accessory Pack 1.99$,Accessory Pack 1.99$,Accessory Pack 60฿,1,,{6059=2;531=30;537=30},103,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
140003,510066,sea,,Accessory Pack 2.99$,Accessory Pack 2.99$,Accessory Pack 2.99$,Accessory Pack 90฿,1,,{6059=2;531=50;537=50},104,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
140004,510066,sea,,Accessory Pack 3.99$,Accessory Pack 3.99$,Accessory Pack 3.99$,Accessory Pack 120฿,1,,{6059=5;531=80;537=80},105,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
140005,510066,sea,,Accessory Pack 4.99$,Accessory Pack 4.99$,Accessory Pack 4.99$,Accessory Pack 150฿,1,,{6059=8;531=100;537=100},106,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
140006,510066,sea,,Accessory Pack 8.99$,Accessory Pack 8.99$,Accessory Pack 8.99$,Accessory Pack 300฿,1,,{6059=10;531=120;537=120},107,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
141001,510067,sea,,Coin Pack 0.99$,Coin Pack 0.99$,Coin Pack 0.99$,Coin Pack 30฿,1,,{rmb=18888;gold=30000000;stamina=300},102,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
141002,510067,sea,,Coin Pack 1.99$,Coin Pack 1.99$,Coin Pack 1.99$,Coin Pack 60฿,1,,{rmb=36888;gold=60000000;stamina=500},103,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
141003,510067,sea,,Coin Pack 2.99$,Coin Pack 2.99$,Coin Pack 2.99$,Coin Pack 90฿,1,,{rmb=49888;gold=100000000;stamina=800},104,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
141004,510067,sea,,Coin Pack 3.99$,Coin Pack 3.99$,Coin Pack 3.99$,Coin Pack 120฿,1,,{rmb=68888;gold=120000000;stamina=1000},105,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
141005,510067,sea,,Coin Pack 4.99$,Coin Pack 4.99$,Coin Pack 4.99$,Coin Pack 150฿,1,,{rmb=88888;gold=150000000;stamina=1200},106,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
141006,510067,sea,,Coin Pack 8.99$,Coin Pack 8.99$,Coin Pack 8.99$,Coin Pack 300฿,1,,{rmb=99888;gold=200000000;stamina=1500},107,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
141007,510067,sea,,Coin Pack 14.99$,Coin Pack 14.99$,Coin Pack 14.99$,Coin Pack 450฿,1,,{rmb=108888;gold=300000000;stamina=2000},108,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
142001,510068,sea,,Build Pack 1.99$,Build Pack 1.99$,Build Pack 1.99$,Build Pack 60฿,1,,{rmb=6888;451=800;452=500},103,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142002,510068,sea,,Build Pack 3.99$,Build Pack 3.99$,Build Pack 3.99$,Build Pack 120฿,2,,{rmb=8888;451=1500;452=800},105,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142003,510068,sea,,Build Pack 4.99$,Build Pack 4.99$,Build Pack 4.99$,Build Pack 150฿,3,,{rmb=13000;451=3000;452=1200},106,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142004,510068,sea,,Build Pack 1.99$,Build Pack 1.99$,Build Pack 1.99$,Build Pack 60฿,1,,{rmb=6888;gold=30000000;2103=100},103,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142005,510068,sea,,Build Pack 3.99$,Build Pack 3.99$,Build Pack 3.99$,Build Pack 120฿,2,,{rmb=8888;gold=50000000;2103=200},105,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142006,510068,sea,,Build Pack 4.99$,Build Pack 4.99$,Build Pack 4.99$,Build Pack 150฿,3,,{rmb=13000;gold=80000000;2103=300},106,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142007,510068,sea,,Build Pack 1.99$,Build Pack 1.99$,Build Pack 1.99$,Build Pack 60฿,1,,{rmb=6999;451=800;452=500},103,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142008,510068,sea,,Build Pack 3.99$,Build Pack 3.99$,Build Pack 3.99$,Build Pack 120฿,2,,{rmb=8999;451=1500;452=800},105,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142009,510068,sea,,Build Pack 4.99$,Build Pack 4.99$,Build Pack 4.99$,Build Pack 150฿,3,,{rmb=13000;451=3000;452=1200},106,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142010,510068,sea,,Build Pack 1.99$,Build Pack 1.99$,Build Pack 1.99$,Build Pack 60฿,1,,{rmb=6888;604=80;902=200},103,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142011,510068,sea,,Build Pack 3.99$,Build Pack 3.99$,Build Pack 3.99$,Build Pack 120฿,2,,{rmb=8888;604=120;902=400},105,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142012,510068,sea,,Build Pack 4.99$,Build Pack 4.99$,Build Pack 4.99$,Build Pack 150฿,3,,{rmb=13000;604=200;902=600},106,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142013,510068,sea,,Build Pack 1.99$,Build Pack 1.99$,Build Pack 1.99$,Build Pack 60฿,1,,{rmb=6999;850=1500;851=1000},103,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142014,510068,sea,,Build Pack 3.99$,Build Pack 3.99$,Build Pack 3.99$,Build Pack 120฿,2,,{rmb=8999;850=2500;851=1500},105,,,,1,activity/direct_gift/icon_year3.png,,,,,,
142015,510068,sea,,Build Pack 4.99$,Build Pack 4.99$,Build Pack 4.99$,Build Pack 150฿,3,,{rmb=13000;850=3500;851=2000},106,,,,1,activity/direct_gift/icon_year3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
143001,510069,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{502=5;rmb=100;gold=100000},,0,,,1,activity/direct_gift/icon_year2.png,,,,,,
143002,510069,sea,,SALE OFF 0.99$,SALE OFF 0.99$,SALE OFF 0.99$,SALE OFF 30฿,1,,{521=10;502=20;rmb=3888;19=10;124=10;529=1000},102,,,,1,activity/direct_gift/icon_year2.png,,,,,,
143003,510069,sea,,SALE OFF 1.99$,SALE OFF 1.99$,SALE OFF 1.99$,SALE OFF 60฿,1,,{521=20;502=30;rmb=6888;19=20;124=20;529=2000},103,,,,1,activity/direct_gift/icon_year2.png,,,,,,
143004,510069,sea,,SALE OFF 2.99$,SALE OFF 2.99$,SALE OFF 2.99$,SALE OFF 90฿,2,,{521=30;502=40;rmb=8888;19=30;124=30;529=3000},104,,,,1,activity/direct_gift/icon_year2.png,,,,,,
143005,510069,sea,,SALE OFF 3.99$,SALE OFF 3.99$,SALE OFF 3.99$,SALE OFF 120฿,3,,{521=40;502=50;rmb=12888;19=40;124=40;529=4000},105,,,,1,activity/direct_gift/icon_year2.png,,,,,,
143006,510069,sea,,SALE OFF 4.99$,SALE OFF 4.99$,SALE OFF 4.99$,SALE OFF 150฿,4,,{521=50;502=60;rmb=18888;19=50;124=50;529=5000},106,,,,1,activity/direct_gift/icon_year2.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
144001,510070,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{rmb=100;gold=100000;stamina=100},,0,,,1,activity/direct_gift/icon_year1.png,,,,,,
144002,510070,sea,,Material Pack Sale 0.99$,Material Pack Sale 0.99$,Material Pack Sale 0.99$,Material Pack Sale 30฿,1,,{rmb=5000;gold=1000000;121=30;537=30;531=30},102,,,,1,activity/direct_gift/icon_year1.png,,,,,,
144003,510070,sea,,Material Pack Sale 1.99$,Material Pack Sale 1.99$,Material Pack Sale 1.99$,Material Pack Sale 60฿,1,,{521=30;rmb=10000;gold=20000000;537=60;121=60;7325=1},103,,,,1,activity/direct_gift/icon_year1.png,,,,,,
144004,510070,sea,,Material Pack Sale 1.99$,Material Pack Sale 1.99$,Material Pack Sale 1.99$,Material Pack Sale 60฿,1,,{521=30;rmb=10000;gold=20000000;529=10000;531=60;994=1},103,,,,1,activity/direct_gift/icon_year1.png,,,,,,
144005,510070,sea,,Material Pack Sale 2.99$,Material Pack Sale 2.99$,Material Pack Sale 2.99$,Material Pack Sale 90฿,1,,{521=50;rmb=15000;gold=30000000;537=100;121=100;7325=2},104,,,,1,activity/direct_gift/icon_year1.png,,,,,,
144006,510070,sea,,Material Pack Sale 2.99$,Material Pack Sale 2.99$,Material Pack Sale 2.99$,Material Pack Sale 90฿,1,,{521=50;rmb=15000;gold=30000000;529=20000;531=100;994=2},104,,,,1,activity/direct_gift/icon_year1.png,,,,,,
144007,510070,sea,,Material Pack Sale 4.99$,Material Pack Sale 4.99$,Material Pack Sale 4.99$,Material Pack Sale 150฿,1,,{521=60;rmb=20000;gold=50000000;121=150;7325=3;6059=5},106,,,,1,activity/direct_gift/icon_year1.png,,,,,,
144008,510070,sea,,Material Pack Sale 4.99$,Material Pack Sale 4.99$,Material Pack Sale 4.99$,Material Pack Sale 150฿,1,,{521=60;rmb=20000;gold=50000000;529=30000;994=3;6059=5},106,,,,1,activity/direct_gift/icon_year1.png,,,,,,
144009,510070,sea,,Material Pack Sale 8.99$,Material Pack Sale 8.99$,Material Pack Sale 8.99$,Material Pack Sale 300฿,1,,{521=120;rmb=40000;gold=100000000;121=300;7325=6;6059=10},107,,,,1,activity/direct_gift/icon_year1.png,,,,,,
144010,510070,sea,,Material Pack Sale 8.99$,Material Pack Sale 8.99$,Material Pack Sale 8.99$,Material Pack Sale 300฿,1,,{521=120;rmb=40000;gold=100000000;529=60000;994=6;6059=10},107,,,,1,activity/direct_gift/icon_year1.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
145001,510071,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{stamina=100;rmb=100;gold=100000},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
145002,510071,sea,,Best Value Pack 0.99$,Best Value Pack 0.99$,Best Value Pack 0.99$,Best Value Pack 30฿,1,,{card={id=9002};502=50;2152=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
145003,510071,sea,,Best Value Pack 1.99$,Best Value Pack 1.99$,Best Value Pack 1.99$,Best Value Pack 60฿,1,,{card={id=9003};521=50;2153=1},103,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
145004,510071,sea,,Best Value Packg 4.99$,Best Value Packg 4.99$,Best Value Packg 4.99$,Best Value Packg 150฿,2,,{card={id=9003};8888=1;501=50},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
145005,510071,sea,,Best Value Pack 14.99$,Best Value Pack 14.99$,Best Value Pack 14.99$,Best Value Pack 450฿,2,,{card={id=9003};2153=2;19=100},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
146001,510072,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{971=1;rmb=100;gold=100000},,0,,,1,activity/direct_gift/icon_qxlb.png,,,,,,
146002,510072,sea,,Super Sale 0.99$,Super Sale 0.99$,Super Sale 0.99$,Super Sale 30฿,2,,{rmb=1888;gold=10000000;stamina=100;993=1;7324=1;124=20},102,,,,1,activity/direct_gift/icon_qxlb.png,,,,,,
146003,510072,sea,,Super Sale 1.99$,Super Sale 1.99$,Super Sale 1.99$,Super Sale 60฿,2,,{rmb=2888;gold=20000000;stamina=100;974=1;7305=1;124=40},103,,,,1,activity/direct_gift/icon_qxlb.png,,,,,,
146004,510072,sea,,Super Sale 2.99$,Super Sale 2.99$,Super Sale 2.99$,Super Sale 90฿,2,,{rmb=4888;gold=30000000;stamina=200;994=1;7325=1;124=60},104,,,,1,activity/direct_gift/icon_qxlb.png,,,,,,
146005,510072,sea,,Super Sale 3.99$,Super Sale 3.99$,Super Sale 3.99$,Super Sale 120฿,2,,{rmb=6888;gold=40000000;stamina=200;994=2;7325=2;124=80},105,,,,1,activity/direct_gift/icon_qxlb.png,,,,,,
146006,510072,sea,,Super Sale 4.99$,Super Sale 4.99$,Super Sale 4.99$,Super Sale 150฿,3,,{rmb=8888;gold=50000000;994=3;7325=3;124=100;529=5000},106,,,,1,activity/direct_gift/icon_qxlb.png,,,,,,
146007,510072,sea,,Super Sale 8.99$,Super Sale 8.99$,Super Sale 8.99$,Super Sale 300฿,3,,{rmb=10888;gold=80000000;994=5;7325=5;124=150;529=10000},107,,,,1,activity/direct_gift/icon_qxlb.png,,,,,,
146008,510072,sea,,Super Sale 14.99$,Super Sale 14.99$,Super Sale 14.99$,Super Sale 450฿,3,,{rmb=12888;gold=100000000;994=8;7325=8;124=200;529=20000},108,,,,1,activity/direct_gift/icon_qxlb.png,,,,,,
146009,510072,sea,,Super Sale 19.99$,Super Sale 19.99$,Super Sale 19.99$,Super Sale 600฿,4,,{rmb=18888;gold=150000000;994=10;7325=10;124=300;529=30000},109,,,,1,activity/direct_gift/icon_qxlb.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
147001,510073,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{stamina=100;rmb=100;gold=100000},,0,,,1,activity/direct_gift/box_3.png,,,,,,
147002,510073,sea,,Akemi Homura 0.99$,Akemi Homura 0.99$,Akemi Homura 0.99$,Akemi Homura 30฿,1,,{card={id=1393};gold=688888;rmb=1888;19=30;930=300;451=200},102,,,,1,activity/direct_gift/box_3.png,,,,,,
147003,510073,sea,,Akemi Homura 1.99$,Akemi Homura 1.99$,Akemi Homura 1.99$,Akemi Homura 60฿,1,,{card={id=1393};gold=10000000;rmb=2888;19=50;930=500;451=300},103,,,,1,activity/direct_gift/box_3.png,,,,,,
147004,510073,sea,,Akemi Homura 2.99$,Akemi Homura 2.99$,Akemi Homura 2.99$,Akemi Homura 90฿,1,,{card={id=1393};gold=20000000;rmb=3888;19=80;930=800;451=400},104,,,,1,activity/direct_gift/box_3.png,,,,,,
147005,510073,sea,,Akemi Homura 3.99$,Akemi Homura 3.99$,Akemi Homura 3.99$,Akemi Homura 120฿,1,,{card={id=1393};gold=30000000;rmb=4888;19=120;930=1000;451=600},105,,,,1,activity/direct_gift/box_3.png,,,,,,
147006,510073,sea,,Akemi Homura 4.99$,Akemi Homura 4.99$,Akemi Homura 4.99$,Akemi Homura 150฿,1,,{card={id=1393};gold=40000000;rmb=5888;19=150;930=1300;451=800},106,,,,1,activity/direct_gift/box_3.png,,,,,,
147007,510073,sea,,Akemi Homura 8.99$,Akemi Homura 8.99$,Akemi Homura 8.99$,Akemi Homura 300฿,2,,{card={id=1393};gold=5000000;rmb=6888;19=200;930=1800;451=1000},107,,,,1,activity/direct_gift/box_3.png,,,,,,
147008,510073,sea,,Akemi Homura 14.99$,Akemi Homura 14.99$,Akemi Homura 14.99$,Akemi Homura 450฿,3,,{card={id=1393};gold=60000000;rmb=7888;19=250;930=2000;451=1500},108,,,,1,activity/direct_gift/box_3.png,,,,,,
147009,510073,sea,,Akemi Homura 19.99$,Akemi Homura 19.99$,Akemi Homura 19.99$,Akemi Homura 600฿,3,,{card={id=1393};gold=70000000;rmb=8888;19=300;930=3000;451=2000},109,,,,1,activity/direct_gift/box_3.png,,,,,,
147010,510073,sea,,Akemi Homura 25.99$,Akemi Homura 25.99$,Akemi Homura 25.99$,Akemi Homura 750฿,3,,{card={id=1393};gold=80000000;rmb=10888;19=400;930=3000;451=3000},110,,,,1,activity/direct_gift/box_3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
148001,510074,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{stamina=100;rmb=100;gold=100000},,0,,,1,activity/direct_gift/box_2.png,,,,,,
148002,510074,sea,,Hades Sale 0.99$,Hades Sale 0.99$,Hades Sale 0.99$,Hades Sale 30฿,1,,{card={id=393};gold=688888;rmb=1888;19=30;930=300;451=200},102,,,,1,activity/direct_gift/box_2.png,,,,,,
148003,510074,sea,,Hades Sale 1.99$,Hades Sale 1.99$,Hades Sale 1.99$,Hades Sale 60฿,1,,{card={id=393};gold=10000000;rmb=2888;19=50;930=500;451=300},103,,,,1,activity/direct_gift/box_2.png,,,,,,
148004,510074,sea,,Hades Sale 2.99$,Hades Sale 2.99$,Hades Sale 2.99$,Hades Sale 90฿,1,,{card={id=393};gold=20000000;rmb=3888;19=80;930=800;451=400},104,,,,1,activity/direct_gift/box_2.png,,,,,,
148005,510074,sea,,Hades Sale 3.99$,Hades Sale 3.99$,Hades Sale 3.99$,Hades Sale 120฿,1,,{card={id=393};gold=30000000;rmb=4888;19=120;930=1000;451=600},105,,,,1,activity/direct_gift/box_2.png,,,,,,
148006,510074,sea,,Hades Sale 4.99$,Hades Sale 4.99$,Hades Sale 4.99$,Hades Sale 150฿,1,,{card={id=393};gold=40000000;rmb=5888;19=150;930=1300;451=800},106,,,,1,activity/direct_gift/box_2.png,,,,,,
148007,510074,sea,,Hades Sale 8.99$,Hades Sale 8.99$,Hades Sale 8.99$,Hades Sale 300฿,2,,{card={id=393};gold=5000000;rmb=6888;19=200;930=1800;451=1000},107,,,,1,activity/direct_gift/box_2.png,,,,,,
148008,510074,sea,,Hades Sale 14.99$,Hades Sale 14.99$,Hades Sale 14.99$,Hades Sale 450฿,3,,{card={id=393};gold=60000000;rmb=7888;19=250;930=2000;451=1500},108,,,,1,activity/direct_gift/box_2.png,,,,,,
148009,510074,sea,,Hades Sale 19.99$,Hades Sale 19.99$,Hades Sale 19.99$,Hades Sale 600฿,3,,{card={id=393};gold=70000000;rmb=8888;19=300;930=3000;451=2000},109,,,,1,activity/direct_gift/box_2.png,,,,,,
148010,510074,sea,,Hades Sale 25.99$,Hades Sale 25.99$,Hades Sale 25.99$,Hades Sale 750฿,3,,{card={id=393};gold=80000000;rmb=10888;19=400;930=3000;451=3000},110,,,,1,activity/direct_gift/box_2.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
149001,510075,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{stamina=100;rmb=100;gold=100000},,0,,,1,activity/direct_gift/box_4.png,,,,,,
149002,510075,sea,,Lich King 0.99$,Lich King 0.99$,Lich King 0.99$,Lich King 30฿,1,,{card={id=3021};gold=688888;rmb=1888;19=30;930=300;451=200},102,,,,1,activity/direct_gift/box_4.png,,,,,,
149003,510075,sea,,Lich King 1.99$,Lich King 1.99$,Lich King 1.99$,Lich King 60฿,1,,{card={id=3021};gold=10000000;rmb=2888;19=50;930=500;451=300},103,,,,1,activity/direct_gift/box_4.png,,,,,,
149004,510075,sea,,Lich King 2.99$,Lich King 2.99$,Lich King 2.99$,Lich King 90฿,1,,{card={id=3021};gold=20000000;rmb=3888;19=80;930=800;451=400},104,,,,1,activity/direct_gift/box_4.png,,,,,,
149005,510075,sea,,Lich King 3.99$,Lich King 3.99$,Lich King 3.99$,Lich King 120฿,1,,{card={id=3021};gold=30000000;rmb=4888;19=120;930=1000;451=600},105,,,,1,activity/direct_gift/box_4.png,,,,,,
149006,510075,sea,,Lich King 4.99$,Lich King 4.99$,Lich King 4.99$,Lich King 150฿,1,,{card={id=3021};gold=40000000;rmb=5888;19=150;930=1300;451=800},106,,,,1,activity/direct_gift/box_4.png,,,,,,
149007,510075,sea,,Lich King 8.99$,Lich King 8.99$,Lich King 8.99$,Lich King 300฿,2,,{card={id=3021};gold=5000000;rmb=6888;19=200;930=1800;451=1000},107,,,,1,activity/direct_gift/box_4.png,,,,,,
149008,510075,sea,,Lich King 14.99$,Lich King 14.99$,Lich King 14.99$,Lich King 450฿,3,,{card={id=3021};gold=60000000;rmb=7888;19=250;930=2000;451=1500},108,,,,1,activity/direct_gift/box_4.png,,,,,,
149009,510075,sea,,Lich King 19.99$,Lich King 19.99$,Lich King 19.99$,Lich King 600฿,3,,{card={id=3021};gold=70000000;rmb=8888;19=300;930=3000;451=2000},109,,,,1,activity/direct_gift/box_4.png,,,,,,
149010,510075,sea,,Lich King 25.99$,Lich King 25.99$,Lich King 25.99$,Lich King 750฿,3,,{card={id=3021};gold=80000000;rmb=10888;19=400;930=3000;451=3000},110,,,,1,activity/direct_gift/box_4.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
150001,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2600=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150002,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2601=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150003,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2602=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150004,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2603=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150005,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2606=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150006,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2610=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150007,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2611=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150008,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2612=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150009,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2614=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150010,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2616=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150011,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2617=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150012,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2618=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150013,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2619=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150014,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2620=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150015,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2621=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150016,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2622=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
150017,510076,sea,,Avatar Frame,Avatar Frame,Avatar Frame,Avatar Frame,1,,{gold=999999;rmb=1999;2623=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
