VariableName,leastLevel,active,type,huodongID,openDuration,beginDate,beginTime,endTime,endDate,desc,desc_en,desc_vn,desc_th,icon1,name,languages,icon,servers,redpoint,paramMap,openType,leastVipLevel,serverDayRange,relativeDayRange,clientParam,clientParam_th,independent,rDesc,rDesc_th,countType,sortWeight,validServerOpenDateRange,roleDayRange,validRoleCreatedDateRange
80613,1,1,8,,168,20250921,0,0,20250928,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/SPv5.png},{res=config/poster/SPv5.png},-1,,,,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80614,2,1,37,40004,168,20250921,0,0,20250928,Login,Login,Đăng nhập,Login,,Login,<th>,city/main/icon_zhuti_2.png,,,{isSum=1},4,,,,,,99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80615,2,1,33,60001,168,20250921,0,0,20250928,Shop,Shop,Cửa Hàng,Shop,,Shop,<th>,city/main/icon_zhuti_2.png,,,,4,,,,,,99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80616,2,1,59,7001,168,20250921,0,0,20250928,Battle Pass,Battle Pass,Thẻ thông hành,Battle Pass,,Battle Pass,<th>,city/main/icon_zhuti_2.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=8;cardId=333;buyUnlock=false},4,,,,{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,1,,,
80617,2,1,199,,168,20250921,0,0,20250928,Theme Hero,Theme Hero,Theme Hero,Theme Hero,,Theme Hero,<th>,city/main/icon_zhuti_2.png,,,{uniqueHit=333;itemid=87;draw10=10;draw1=1;number=100},4,,,,{y=-50;x=100;scale=1.15;showCountTime=true;priviewId=4000;unitID=335},{y=-50;x=100;scale=1.15;showCountTime=true;priviewId=4000;unitID=335},1,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80618,2,1,8,,168,20250921,0,0,20250928,Poster,Poster,Poster,Poster,,Poster,<th>,,,,,4,,,,{jumpTo=zhutiYingxiong#80617;res=config/poster/ztyx_ysn.png},{jumpTo=zhutiYingxiong#80617;res=config/poster/ztyx_ysn.png},-1,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80619,3,1,37,20001,168,20250928,0,0,20251005,Panlong Attendance,Panlong Attendance,Điểm Danh Bàn Long,Panlong Attendance,,Điểm Danh Bàn Long,<en;vn>,city/main/icon_plsj_dch.png,,,{isSum=1},0,,,,{theme=dch},{theme=dch},7,,,2,10,,,
80620,3,1,33,30001,168,20250928,0,0,20251005,Panlong Gift Package,Panlong Gift Package,Gói Quà Tinh Huy,Panlong Gift Package,,Gói Quà Tinh Huy,<en;vn>,city/main/icon_plsj_dch.png,,,,0,,,,{color=<1;2>;theme=dch},{color=<1;2>;theme=dch},8,,,2,10,,,
80621,3,1,33,40001,168,20250928,0,0,20251005,Panlong Gift,Panlong Gift,Quà Tặng Bàn Long,Panlong Gift,,Panlong Gift,<en;vn>,city/main/icon_plsj_dch.png,,,,0,,,,{y=-100;scale=1.1;x=-100;color=<1>;theme=dch;unitID=7051},{y=-100;scale=1.1;x=-100;color=<1>;theme=dch;unitID=7051},6,,,2,10,,,
80622,3,1,12,20002,168,20250928,0,0,20251005,Panlong Shop,Panlong Shop,Cửa Hàng Bàn Long,Panlong Shop,,Panlong Shop,<en;vn>,city/main/icon_plsj_dch.png,,,,0,,,,{color=<2;2;1>;theme=bllm},{color=<2;2;1>;theme=bllm},2,,,2,10,,,
80623,3,1,97,23232,168,20250928,0,0,20251005,Panlong Miracle,Panlong Miracle,Phép lạ Bàn Long,Panlong Miracle,,Panlong Miracle,<en;vn>,city/main/icon_plsj_dch.png,,,"{uniqueHit=7051;SKIN10=10;number=300;itemid=95,exchangeItem=94;SKIN1=1}",0,,,,{y=0;scale=1;x= 0;priviewId=1003;theme=bllm;unitID=7051},{y=0;scale=1;x= 0;priviewId=1003;theme=bllm;unitID=7051},1,city/main/icon_plsj_dch_1.png,city/main/icon_plsj_dch_1.png,,,,,
80624,3,1,8,,168,20250928,0,0,20251005,Panlong Legend,Panlong Legend,Thần Tích Bàn Long,Panlong Legend,,Misuri,<en;vn>,,,,,0,,,,{jumpTo=themeSkin#80536;res=config/poster/img_plsj_all.png},{jumpTo=themeSkin#80536;res=config/poster/img_plsj_all.png},-1,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80625,1,1,51,1,168,20260201,0,0,20260207,,,,,,Lucky,<en;vn>,city/main/icon_s11.png,,1,{gameTime=<<1200;1600>;<1800;2200>>;timeMin=500;redPacketMax=30;redPacketNumLimit=30;playTimeMax=20;playTime=15;timeMax=1200},0,,,,,,1,,,,14,,,
80626,1,1,64,1001,168,20260201,0,0,20260207,Token Limited Gift Pack,Token Limited Gift Pack,Token Limited Gift Pack,Token Limited Gift Pack,1,Limit Gift,<en;vn>,city/main/icon_viplimit.png,,1,{rarity=4},0,,,,{showCountTime=true},{showCountTime=true},1,,,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80627,1,1,35,1003,720,20260201,0,0,20260302,S1 Pass,S1 Pass,S1 Pass,S1 Pass,,BATTLE PASS S2,,city/main/icon_txz.png,,1,{exchangeShop=0;taskHuodongID=1003;canBuyExp=1},0,,,,{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=1},{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=1},1,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,,14,,,
80628,1,1,14,10029,168,20250928,0,0,20251005,Draw Item Reward,Draw Item Reward,Rút Phụ kiện nhận thưởng,Draw Item Reward,,_BAOHONG,<en;vn>,city/main/icon_thlb.png,,0,{},0,0,,,{},{},0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,17,,,
80629,1,1,44,1001,720,20260201,0,0,20260302,Limited Item Draw,Limited Item Draw,Rút Ấn ký giới hạn,Limited Item Draw,,_BAOHONG_,<en;vn>,city/main/icon_zc_xdfs.png,,1,{RMB1=100;RMB10=880;exchangeTimes=8;drawLimit=100;cost=<0;0;50;50;100;100;200;200>},0,,,,{priviewId=39;up=<2;5;7>},{priviewId=39;up=<2;5;7>},1,,,,1,,,
80630,1,1,14,1011,168,20250928,0,0,20251005,Draw Pet Reward,Draw Pet Reward,Rút Thông Linh nhận thưởng,Draw Pet Reward,2,_BAOHONG_,<en;vn>,,,,,4,,,,,,,,,,17,,,
80631,1,1,14,1005,168,20250928,0,0,20251005,Draw Gem Reward,Draw Gem Reward,Rút ấn ký nhận thưởng,Draw Gem Reward,2,_BAOHONG,<en;vn>,city/main/icon_thlb.png,,0,{},0,0,,,{},{},0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,17,,,
80632,1,1,37,10013,168,20250928,0,0,20251005,Login 7 days,Login 7 days,Đăng nhập trong vòng 7 ngày,Login 7 days,,_BAOHONG_,<en;vn>,city/main/icon_qrdl.png,,1,{isSum=1},0,,,,,,1,,,,1,,,
80633,1,1,14,10002,168,20250928,0,0,20251005,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,3,tiêu 40k,,city/main/icon_thlb.png,,1,,0,0,,,,,0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,14,,,
80634,1,1,14,1003,168,20250928,0,0,20251005,Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),2,weekly,,,,,,4,,,,,,,,,,15,,,
80635,1,1,58,1004,168,20250928,0,0,20251005,Diamon Refund,Diamon Refund,Hoàn trả Kim Cương,Diamon Refund,,_BAOHONG,,city/main/icon_zzfz.png,,1,{type=rmb;limit=20000;returnDays=1},0,0,,,,,1,Diamon Refund,Diamon Refund,0,1,,,
80636,1,1,58,1003,168,20250928,0,0,20251005,Coin Refund,Coin Refund,Hoàn Trả Đồng Xu,Coin Refund,,_BAOHONG,,city/main/icon_zzfj.png,,1,{type=gold;limit=100000000;returnDays=1},0,0,,,,,1,Coin Refund,Coin Refund,0,1,,,
80637,1,1,40,10257,168,20250928,0,0,20251005,Gashapon Spin,Gashapon Spin,Gashapon Spin,Gashapon Spin,0,_BAOHONG,,activity/lucky_egg/icon_ndjrk.png,,0,{RMB1=80;RMB10=680;RMB1LIMIT=200;RMB10LIMIT=200},0,0,,,{awards=<6321;502;rmb;604>;priviewId=10},{awards=<6321;502;rmb;604>;priviewId=10},1,Gashapon Gacha,Gashapon Gacha,1,1,,,
80638,1,1,33,24002,168,20250928,0,0,20251005,Discount Shop,Discount Shop,Shop Giảm Giá,Discount Shop,0,_BAOHONG,,city/main/icon_hgxp.png,,0,,0,0,,,{double11=true;type=item},{double11=true;type=item},1,rDesc,rDesc,1,1,,,
80639,1,1,70,1002,168,20250928,0,0,20251005,Custom Package,Custom Package,Gói Tùy Chỉnh,Custom Package,1,_BAOHONG,,city/main/icon_srdz.png,,1,{rarity=4},0,0,,,{showCountTime=true},{showCountTime=true},1,"During the event, you can choose gifts to purchase accordingly!",ในช่วงเวลากิจกรรม คุณสามารถเลือกของรางวัลที่ต้องการซื้อได้ตามลำดับ!,1,1,,,
80640,1,1,38,1001,168,20250928,0,0,20251005,Lucky Spin,Lucky Spin,Vòng quay may mắn,Lucky Spin,,_BAOHONG,,city/main/icon_xyzzl.png,,1,{dailyScoreMax=15000;free=0;costScore=100;recharge=1;addScore=1},0,,,,{special=1;awards=<{rmb=299};{rmb=199};{500=1};{rmb=99};{521=2};{9053=1};{20393=3};{20393=5}>},{special=1;awards=<{rmb=299};{rmb=199};{500=1};{rmb=99};{521=2};{9053=1};{20393=3};{20393=5}>},1,,,0,2,,,
80641,1,1,39,8001,168,20250928,0,0,20251005,Seize Treasures,Seize Treasures,Đoạt bảo,Seize Treasures,0,_BAOHONG,,city/main/icon_hydb.png,,1,{maxGainTimes=10},0,,,,{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},1,rDesc,rDesc,1,1,,,
80642,1,1,48,1008,168,20250928,0,0,20251005,Lucky Flip,Lucky Flip,Lật may mắn,Lucky Flip,0,,,city/main/icon_xylft.png,,1,{free=2},0,0,,,{res=activity/flip_card/icon_qiutian},{res=activity/flip_card/icon_qiutian},1,Lucky Flip,เปิดไพ่โชคดี,0,1,,,
80643,1,1,26,1007,168,20250928,0,0,20251005,World BOSS,World BOSS,World BOSS,World BOSS,1,_BAOHONG,,city/main/icon_sj.png,,1,{freeCount=3},0,,,,,,1,rDesc,rDesc,1,1,,,
80644,1,1,33,27001,72,20250928,0,0,20251001,Special Star-Up Pack,Special Star-Up Pack,Special Star-Up Pack,Special Star-Up Pack,1,Gói Độc Quyền Trang Sức,,activity/session_gift/icon_zhb.png,,1,,0,,,,{theme=zhuangbei;type=1},{theme=zhuangbei;type=1},1,,,,1,,,
80645,1,1,33,27002,72,20250929,0,0,20251002,Beast Upgrade Pack,Beast Upgrade Pack,Beast Upgrade Pack,Beast Upgrade Pack,1,Gói Nâng Sao,,activity/session_gift/icon_shx.png,,1,,0,,,,{theme=shengxing;type=1},{theme=shengxing;type=1},1,,,,1,,,
80646,1,1,33,27003,72,20250930,0,0,20251003,Psychic Beast Special,Psychic Beast Special,Psychic Beast Special,Psychic Beast Special,1,Gói Linh thú,,activity/session_gift/icon_shq.png,,1,,0,,,,{theme=shenqi;type=1},{theme=shenqi;type=1},1,,,,1,,,
80647,1,1,33,27004,72,20251002,0,0,20251005,Treasures Special,Treasures Special,Treasures Special,Treasures Special,1,Kho báu đặc biệt,,activity/session_gift/icon_zhib.png,,1,,0,,,,{theme=zhibao;type=1},{theme=zhibao;type=1},1,,,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80648,2,1,37,40004,168,20250928,0,0,20251005,Login,Login,Đăng nhập,Login,,Login,<th>,city/main/icon_zhuti_2.png,,,{isSum=1},4,,,,,,99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80649,2,1,33,60001,168,20250928,0,0,20251005,Shop,Shop,Cửa Hàng,Shop,,Shop,<th>,city/main/icon_zhuti_2.png,,,,4,,,,,,99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80650,2,1,59,7001,168,20250928,0,0,20251005,Battle Pass,Battle Pass,Thẻ thông hành,Battle Pass,,Battle Pass,<th>,city/main/icon_zhuti_2.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=8;cardId=972;buyUnlock=false},4,,,,{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,1,,,
80651,2,1,199,,168,20250928,0,0,20251005,Theme Hero,Theme Hero,Theme Hero,Theme Hero,,Theme Hero,<th>,city/main/icon_zhuti_2.png,,,{uniqueHit=972;itemid=87;draw10=10;draw1=1;number=100},4,,,,{y=-50;x=100;scale=1.15;showCountTime=true;priviewId=4000;unitID=974},{y=-50;x=100;scale=1.15;showCountTime=true;priviewId=4000;unitID=974},1,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80652,2,1,8,,168,20250928,0,0,20251005,Poster,Poster,Poster,Poster,,Poster,<th>,,,,,4,,,,{jumpTo=zhutiYingxiong#80617;res=config/poster/ztyx_ysn.png},{jumpTo=zhutiYingxiong#80617;res=config/poster/ztyx_ysn.png},-1,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80653,3,1,5,,168,20250928,0,0,20251005,Hero - Red,Hero - Red,Hero - Red,Hero - Red,,,,,,1,{RMB1=800;Qualify=1;RMB10=7000},0,,,,{limitId=21;priviewId=97},{limitId=21;priviewId=97},-1,,,,10,,,
80654,1,1,8,,168,20250928,0,0,20251005,Poster Bankai Kenpachi,Poster Bankai Kenpachi,Poster Bankai Kenpachi,Poster Bankai Kenpachi,,,<th>,,,,,0,,,,{res=config/poster/img_jianba.png},{res=config/poster/img_jianba.png},-1,,,,1,,,
80655,4,1,20,1036,168,20250928,0,0,20251005,Time-Limited Ninja,Time-Limited Ninja,Ninja Hạn Giờ,Time-Limited Ninja,,_BAOHONG_,,city/main/icon_xsss.png,,1,{CheckCardCapacity=0;QualifyServerOpenDays=90;Qualify=0;QualifyTime=2430;RMB1=80;RMB10=680},0,,,,{cardId=2361;key=limitTenText1;priviewId=15},{cardId=2361;key=limitTenText1;priviewId=15},2,Limited-time Ninja  ,นินจาจำกัดเวลา  ,1,17,,,
80656,1,1,8,,168,20250928,0,0,20251005,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/promotion_topup.png},{res=config/poster/promotion_topup.png},-1,,,,1,,,
80657,1,1,8,,168,20250928,0,0,20251005,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/SPv6.png},{res=config/poster/SPv6.png},-1,,,,1,,,
80658,1,1,8,,168,20250928,0,0,20251005,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/battle_pass.png},{res=config/poster/battle_pass.png},-1,,,,1,,,
80659,1,1,8,,168,20250928,0,0,20251005,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/helditem_poster.png},{res=config/poster/helditem_poster.png},-1,,,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80660,1,1,14,60001,720,20251002,0,0,20251101,Refund Recharge (month),Refund Recharge (month),Refund Recharge (month),Refund Recharge (month),2,,,,,,,4,,,,,,,,,,15,,,
80661,1,1,14,60001,720,20251101,0,0,20251201,Refund Recharge (month),Refund Recharge (month),Refund Recharge (month),Refund Recharge (month),2,,,,,,,4,,,,,,,,,,15,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80662,24,1,192,26003,168,20251005,0,0,20251012,Task,Task,Nhiệm vụ,Task,,Task,,city/main/icon_qrdl.png,,,,0,,,,{topBg=activity/banner_activity_duanwu.png},{topBg=activity/banner_activity_duanwu.png},94,,,2,10,,,
80663,24,1,33,70004,168,20251005,0,0,20251012,Gift Pack,Gift Pack,Gói quà,Gift Pack,,Gift Pack,,city/main/icon_cfbk.png,,,,0,,,,{color=<1;2>;theme=dch},{color=<1;2>;theme=dch},94,,,2,10,,,
80664,24,1,12,60002,168,20251005,0,0,20251012,exchange,exchange,Đổi quà,exchange,,exchange,,city/main/icon_plsj_dch.png,,,,0,,,,{color=<2;2;1>;theme=dch},{color=<2;2;1>;theme=dch},94,,,2,10,,,
80665,24,1,194,,168,20251005,0,0,20251012,Extraordinary Treasure House,Extraordinary Treasure House,Ngôi nhà kho báu phi thường,Extraordinary Treasure House,,Treasure,,city/main/icon_cfbk.png,,,{draw1=1;draw10=10;rmb1=500;rmb10=5000;number=200;expireItem=114;itemid=113;exchangeItem=114;uniqueHits=30437},0,,,,{y=500;scale=1.2;x=100;spineID=30437;skinID=138;priviewId=5101;theme=dch},{y=500;scale=1.2;x=100;spineID=30437;skinID=138;priviewId=5101;theme=dch},1,,,2,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80666,3,1,5,,168,20251005,0,0,20251012,Hero - Red,Hero - Red,Hero - Red,Hero - Red,,,,,,1,{RMB1=800;Qualify=1;RMB10=7000},0,,,,{limitId=22;priviewId=97},{limitId=22;priviewId=97},-1,,,,10,,,
80667,1,1,8,,168,20251005,0,0,20251012,Poster Kyojuro Rengoku,Poster Kyojuro Rengoku,Poster Kyojuro Rengoku,Poster Kyojuro Rengoku,,,<th>,,,,,0,,,,{res=config/poster/img_kyo.png},{res=config/poster/img_kyo.png},-1,,,,1,,,
80668,4,1,20,1035,168,20251005,0,0,20251012,Time-Limited Ninja,Time-Limited Ninja,Ninja Hạn Giờ,Time-Limited Ninja,,_BAOHONG_,,city/main/icon_xsss.png,,1,{CheckCardCapacity=0;QualifyServerOpenDays=90;Qualify=0;QualifyTime=2430;RMB1=80;RMB10=680},0,,,,{cardId=8005;key=limitTenText1;priviewId=15},{cardId=8005;key=limitTenText1;priviewId=15},2,Limited-time Ninja  ,นินจาจำกัดเวลา  ,1,17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80669,3,1,37,20001,168,20251005,0,0,20251012,Panlong Attendance,Panlong Attendance,Điểm Danh Bàn Long,Panlong Attendance,,Điểm Danh Bàn Long,<en;vn>,city/main/icon_plsj_dch.png,,,{isSum=1},0,,,,{theme=dch},{theme=dch},7,,,2,10,,,
80670,3,1,33,30001,168,20251005,0,0,20251012,Panlong Gift Package,Panlong Gift Package,Gói Quà Tinh Huy,Panlong Gift Package,,Gói Quà Tinh Huy,<en;vn>,city/main/icon_plsj_dch.png,,,,0,,,,{color=<1;2>;theme=dch},{color=<1;2>;theme=dch},8,,,2,10,,,
80671,3,1,33,40001,168,20251005,0,0,20251012,Panlong Gift,Panlong Gift,Quà Tặng Bàn Long,Panlong Gift,,Panlong Gift,<en;vn>,city/main/icon_plsj_dch.png,,,,0,,,,{y=-100;scale=1.1;x=-100;color=<1>;theme=dch;unitID=8902},{y=-100;scale=1.1;x=-100;color=<1>;theme=dch;unitID=8902},6,,,2,10,,,
80672,3,1,12,20002,168,20251005,0,0,20251012,Panlong Shop,Panlong Shop,Cửa Hàng Bàn Long,Panlong Shop,,Panlong Shop,<en;vn>,city/main/icon_plsj_dch.png,,,,0,,,,{color=<2;2;1>;theme=bllm},{color=<2;2;1>;theme=bllm},2,,,2,10,,,
80673,3,1,97,23232,168,20251005,0,0,20251012,Panlong Miracle,Panlong Miracle,Phép lạ Bàn Long,Panlong Miracle,,Panlong Miracle,<en;vn>,city/main/icon_plsj_dch.png,,,"{uniqueHit=8902;SKIN10=10;number=200;itemid=95,exchangeItem=94;SKIN1=1}",0,,,,{y=0;scale=1;x= 0;priviewId=1003;theme=bllm;unitID=8902},{y=0;scale=1;x= 0;priviewId=1003;theme=bllm;unitID=8902},1,city/main/icon_plsj_dch_1.png,city/main/icon_plsj_dch_1.png,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80674,1,1,14,10002,168,20251005,0,0,20251012,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,3,tiêu 40k,,city/main/icon_thlb.png,,1,,0,0,,,,,0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,14,,,
80675,1,1,14,1003,168,20251005,0,0,20251012,Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),2,weekly,,,,,,4,,,,,,,,,,15,,,
80676,1,1,58,1004,168,20251005,0,0,20251012,Diamon Refund,Diamon Refund,Hoàn trả Kim Cương,Diamon Refund,,_BAOHONG,,city/main/icon_zzfz.png,,1,{type=rmb;limit=20000;returnDays=1},0,0,,,,,1,Diamon Refund,Diamon Refund,0,1,,,
80677,1,1,58,1003,168,20251005,0,0,20251012,Coin Refund,Coin Refund,Hoàn Trả Đồng Xu,Coin Refund,,_BAOHONG,,city/main/icon_zzfj.png,,1,{type=gold;limit=100000000;returnDays=1},0,0,,,,,1,Coin Refund,Coin Refund,0,1,,,
80678,1,1,40,10257,168,20251005,0,0,20251012,Gashapon Spin,Gashapon Spin,Gashapon Spin,Gashapon Spin,0,_BAOHONG,,activity/lucky_egg/icon_ndjrk.png,,0,{RMB1=80;RMB10=680;RMB1LIMIT=200;RMB10LIMIT=200},0,0,,,{awards=<6321;502;rmb;604>;priviewId=10},{awards=<6321;502;rmb;604>;priviewId=10},1,Gashapon Gacha,Gashapon Gacha,1,1,,,
80679,1,1,33,24002,168,20251005,0,0,20251012,Discount Shop,Discount Shop,Shop Giảm Giá,Discount Shop,0,_BAOHONG,,city/main/icon_hgxp.png,,0,,0,0,,,{double11=true;type=item},{double11=true;type=item},1,rDesc,rDesc,1,1,,,
80680,1,1,70,1002,168,20251005,0,0,20251012,Custom Package,Custom Package,Gói Tùy Chỉnh,Custom Package,1,_BAOHONG,,city/main/icon_srdz.png,,1,{rarity=4},0,0,,,{showCountTime=true},{showCountTime=true},1,"During the event, you can choose gifts to purchase accordingly!",ในช่วงเวลากิจกรรม คุณสามารถเลือกของรางวัลที่ต้องการซื้อได้ตามลำดับ!,1,1,,,
80681,1,1,38,1001,168,20251005,0,0,20251012,Lucky Spin,Lucky Spin,Vòng quay may mắn,Lucky Spin,,_BAOHONG,,city/main/icon_xyzzl.png,,1,{dailyScoreMax=15000;free=0;costScore=100;recharge=1;addScore=1},0,,,,{special=1;awards=<{rmb=299};{rmb=199};{500=1};{rmb=99};{521=2};{9053=1};{20393=3};{20393=5}>},{special=1;awards=<{rmb=299};{rmb=199};{500=1};{rmb=99};{521=2};{9053=1};{20393=3};{20393=5}>},1,,,0,2,,,
80682,1,1,39,8001,168,20251005,0,0,20251012,Seize Treasures,Seize Treasures,Đoạt bảo,Seize Treasures,0,_BAOHONG,,city/main/icon_hydb.png,,1,{maxGainTimes=10},0,,,,{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},1,rDesc,rDesc,1,1,,,
80683,1,1,48,1008,168,20251005,0,0,20251012,Lucky Flip,Lucky Flip,Lật may mắn,Lucky Flip,0,,,city/main/icon_xylft.png,,1,{free=2},0,0,,,{res=activity/flip_card/icon_qiutian},{res=activity/flip_card/icon_qiutian},1,Lucky Flip,เปิดไพ่โชคดี,0,1,,,
80684,1,1,8,,168,20251005,0,0,20251012,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/promotion_topup.png},{res=config/poster/promotion_topup.png},-1,,,,1,,,
80685,1,1,8,,168,20251005,0,0,20251012,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/SPv7.png},{res=config/poster/SPv7.png},-1,,,,1,,,
80687,1,1,8,,168,20251005,0,0,20251012,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/helditem_poster.png},{res=config/poster/helditem_poster.png},-1,,,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80688,24,1,192,25003,168,20251012,0,0,20251019,Task,Task,Nhiệm vụ,Task,,Task,,city/main/icon_qrdl.png,,,,0,,,,{topBg=activity/banner_activity_duanwu.png},{topBg=activity/banner_activity_duanwu.png},93,,,2,10,,,
