VariableName,huodongID,daySum,themeType,themeName,themeName_en,themeName_th,themeName_in,themeName_ph,themeName_ma,themeName_vn,tabIndex,tabName,tabName_vn,tabName_en,tabName_th,tabName_in,tabName_ph,tabName_ma,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,award,costMap,priceShow,buyMax
23403,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,,幻象挑战积分,Điểm Aether Paradise,Aether Paradise Points,แต้ม Aether Paradise,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,3,63,40000,,当日起幻象挑战积分累计40000,,Điểm Aether đạt tổng cộng 40000 kể từ hôm nay,Reach a total of 40000 Aether Points starting from today  ,สะสมแต้ม Aether 40000 แต้ม ตั้งแต่วันนี้  ,Totalkan 40000 Poin Aether mulai hari ini  ,Umabot ng kabuuang 40000 Aether Points simula ngayon  ,Capai jumlah keseluruhan 40000 Mata Aether bermula dari hari ini  ,{coin2=400;6334=1;4000=30},,,
23404,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,,幻象挑战积分,Điểm Aether Paradise,Aether Paradise Points,แต้ม Aether Paradise,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,3,63,50000,,当日起幻象挑战积分累计50000,,Điểm Aether đạt tổng cộng 50000 kể từ hôm nay,Reach a total of 50000 Aether Points starting from today  ,สะสมแต้ม Aether 50000 แต้ม ตั้งแต่วันนี้  ,Totalkan 50000 Poin Aether mulai hari ini  ,Umabot ng kabuuang 50000 Aether Points simula ngayon  ,Capai jumlah keseluruhan 50000 Mata Aether bermula dari hari ini  ,{coin2=500;6334=1;4000=40},,,
23405,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,,幻象挑战积分,Điểm Aether Paradise,Aether Paradise Points,แต้ม Aether Paradise,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,3,63,60000,,当日起幻象挑战积分累计60000,,Điểm Aether đạt tổng cộng 60000 kể từ hôm nay,Reach a total of 60000 Aether Points starting from today  ,สะสมแต้ม Aether 60000 แต้ม ตั้งแต่วันนี้  ,Totalkan 60000 Poin Aether mulai hari ini  ,Umabot ng kabuuang 60000 Aether Points simula ngayon  ,Capai jumlah keseluruhan 60000 Mata Aether bermula dari hari ini  ,{coin2=600;6334=1;4000=50},,,
23406,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,,幻象挑战积分,Điểm Aether Paradise,Aether Paradise Points,แต้ม Aether Paradise,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,3,63,70000,,当日起幻象挑战积分累计70000,,Điểm Aether đạt tổng cộng 70000 kể từ hôm nay,Reach a total of 70000 Aether Points starting from today  ,สะสมแต้ม Aether 70000 แต้ม ตั้งแต่วันนี้  ,Totalkan 70000 Poin Aether mulai hari ini  ,Umabot ng kabuuang 70000 Aether Points simula ngayon  ,Capai jumlah keseluruhan 70000 Mata Aether bermula dari hari ini  ,{coin2=600;6334=1;4000=50},,,
23407,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,幻象挑战层数,Tầng Aether Paradise,Aether Paradise Floor,ชั้น Aether Paradise,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,3,61,20,,当日起幻象挑战宝箱开启20次,,Mở rương Aether 20 lần kể từ hôm nay,Open Aether Chest 20 times starting today  ,เปิดหีบ Aether 20 ครั้งตั้งแต่วันนี้  ,Buka Peti Aether 20 kali mulai hari ini  ,Buksan ang Aether Chest ng 20 beses simula ngayon  ,Buka Peti Aether 20 kali bermula hari ini  ,{coin2=200;6334=1;gold=10000},,,
23408,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,幻象挑战层数,Tầng Aether Paradise,Aether Paradise Floor,ชั้น Aether Paradise,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,3,61,40,,当日起幻象挑战宝箱开启40次,,Mở rương Aether 40 lần kể từ hôm nay,Open Aether Chest 40 times starting today  ,เปิดหีบ Aether 40 ครั้งตั้งแต่วันนี้  ,Buka Peti Aether 40 kali mulai hari ini  ,Buksan ang Aether Chest ng 40 beses simula ngayon  ,Buka Peti Aether 40 kali bermula hari ini  ,{coin2=300;6334=1;gold=20000},,,
23409,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,幻象挑战层数,Tầng Aether Paradise,Aether Paradise Floor,ชั้น Aether Paradise,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,3,61,60,,当日起幻象挑战宝箱开启60次,,Mở rương Aether 60 lần kể từ hôm nay,Open Aether Chest 60 times starting today  ,เปิดหีบ Aether 60 ครั้งตั้งแต่วันนี้  ,Buka Peti Aether 60 kali mulai hari ini  ,Buksan ang Aether Chest ng 60 beses simula ngayon  ,Buka Peti Aether 60 kali bermula hari ini  ,{coin2=400;6334=1;gold=30000},,,
23410,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,幻象挑战层数,Tầng Aether Paradise,Aether Paradise Floor,ชั้น Aether Paradise,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,3,61,80,,当日起幻象挑战宝箱开启80次,,Mở rương Aether 80 lần kể từ hôm nay,Open Aether Chest 80 times starting today  ,เปิดหีบ Aether 80 ครั้งตั้งแต่วันนี้  ,Buka Peti Aether 80 kali mulai hari ini  ,Buksan ang Aether Chest ng 80 beses simula ngayon  ,Buka Peti Aether 80 kali bermula hari ini  ,{coin2=500;6334=1;gold=40000},,,
23411,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,幻象挑战层数,Tầng Aether Paradise,Aether Paradise Floor,ชั้น Aether Paradise,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,3,61,100,,当日起幻象挑战宝箱开启100次,,Mở rương Aether 100 lần kể từ hôm nay,Open Aether Chest 100 times starting today  ,เปิดหีบ Aether 100 ครั้งตั้งแต่วันนี้  ,Buka Peti Aether 100 kali mulai hari ini  ,Buksan ang Aether Chest ng 100 beses simula ngayon  ,Buka Peti Aether 100 kali bermula hari ini  ,{coin2=600;6334=1;gold=50000},,,
23412,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,1,幻象挑战层数,Tầng Aether Paradise,Aether Paradise Floor,ชั้น Aether Paradise,Lantai Aether Paradise,Palapag ng Aether Paradise,Lantai Aether Paradise,3,61,120,,当日起幻象挑战宝箱开启120次,,Mở rương Aether 120 lần kể từ hôm nay,Open Aether Chest 120 times starting today  ,เปิดหีบ Aether 120 ครั้งตั้งแต่วันนี้  ,Buka Peti Aether 120 kali mulai hari ini  ,Buksan ang Aether Chest ng 120 beses simula ngayon  ,Buka Peti Aether 120 kali bermula hari ini  ,{520=1;coin2=800;6334=1},,,
23413,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,铜币获得,Thu hoạch Vàng,Gold Harvest,เก็บเกี่ยวทอง,Panen Emas,Pag-ani ng Ginto,Tuaian Emas,3,19,1000000,,当日起铜币获得1000000,,Có được tổng cộng 1000000 Vàng kể từ hôm nay,Obtain a total of 1000000 Gold starting today  ,ได้รับทองทั้งหมด 1000000 ตั้งแต่วันนี้  ,Dapatkan total 1000000 Emas mulai hari ini  ,Makakuha ng kabuuang 1000000 Ginto simula ngayon  ,Peroleh jumlah 1000000 Emas bermula hari ini  ,{6334=1;rmb=10;gold=100000},,,
23414,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,铜币获得,Thu hoạch Vàng,Gold Harvest,เก็บเกี่ยวทอง,Panen Emas,Pag-ani ng Ginto,Tuaian Emas,3,19,3000000,,当日起铜币获得3000000,,Có được tổng cộng 3000000 Vàng kể từ hôm nay,Obtain a total of 3000000 Gold starting today  ,ได้รับทองทั้งหมด 3000000 ตั้งแต่วันนี้  ,Dapatkan total 3000000 Emas mulai hari ini  ,Makakuha ng kabuuang 3000000 Ginto simula ngayon  ,Peroleh jumlah 3000000 Emas bermula hari ini  ,{6334=1;rmb=20;gold=150000},,,
23415,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,铜币获得,Thu hoạch Vàng,Gold Harvest,เก็บเกี่ยวทอง,Panen Emas,Pag-ani ng Ginto,Tuaian Emas,3,19,5000000,,当日起铜币获得5000000,,Có được tổng cộng 5000000 Vàng kể từ hôm nay,Obtain a total of 5000000 Gold starting today  ,ได้รับทองทั้งหมด 5000000 ตั้งแต่วันนี้  ,Dapatkan total 5000000 Emas mulai hari ini  ,Makakuha ng kabuuang 5000000 Ginto simula ngayon  ,Peroleh jumlah 5000000 Emas bermula hari ini  ,{6334=1;rmb=30;gold=200000},,,
23416,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,铜币获得,Thu hoạch Vàng,Gold Harvest,เก็บเกี่ยวทอง,Panen Emas,Pag-ani ng Ginto,Tuaian Emas,3,19,7000000,,当日起铜币获得7000000,,Có được tổng cộng 7000000 Vàng kể từ hôm nay,Obtain a total of 7000000 Gold starting today  ,ได้รับทองทั้งหมด 7000000 ตั้งแต่วันนี้  ,Dapatkan total 7000000 Emas mulai hari ini  ,Makakuha ng kabuuang 7000000 Ginto simula ngayon  ,Peroleh jumlah 7000000 Emas bermula hari ini  ,{6334=1;rmb=40;gold=250000},,,
23417,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,铜币获得,Thu hoạch Vàng,Gold Harvest,เก็บเกี่ยวทอง,Panen Emas,Pag-ani ng Ginto,Tuaian Emas,3,19,9000000,,当日起铜币获得9000000,,Có được tổng cộng 9000000 Vàng kể từ hôm nay,Obtain a total of 9000000 Gold starting today  ,ได้รับทองทั้งหมด 9000000 ตั้งแต่วันนี้  ,Dapatkan total 9000000 Emas mulai hari ini  ,Makakuha ng kabuuang 9000000 Ginto simula ngayon  ,Peroleh jumlah 9000000 Emas bermula hari ini  ,{6334=1;rmb=50;gold=300000},,,
23418,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,铜币获得,Thu hoạch Vàng,Gold Harvest,เก็บเกี่ยวทอง,Panen Emas,Pag-ani ng Ginto,Tuaian Emas,3,19,12000000,,当日起铜币获得12000000,,Có được tổng cộng 12000000 Vàng kể từ hôm nay,Obtain a total of 12000000 Gold starting today  ,ได้รับทองทั้งหมด 12000000 ตั้งแต่วันนี้  ,Dapatkan total 12000000 Emas mulai hari ini  ,Makakuha ng kabuuang 12000000 Ginto simula ngayon  ,Peroleh jumlah 12000000 Emas bermula hari ini  ,{6334=1;rmb=60;gold=350000},,,
23419,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,2,铜币获得,Thu hoạch Vàng,Gold Harvest,เก็บเกี่ยวทอง,Panen Emas,Pag-ani ng Ginto,Tuaian Emas,3,19,15000000,,当日起铜币获得15000000,,Có được tổng cộng 150000 Vàng kể từ hôm nay,Obtain a total of 150000 Gold starting today  ,ได้รับทองทั้งหมด 150000 ตั้งแต่วันนี้  ,Dapatkan total 150000 Emas mulai hari ini  ,Makakuha ng kabuuang 150000 Ginto simula ngayon  ,Peroleh jumlah 150000 Emas bermula hari ini  ,{6334=1;rmb=70;gold=400000},,,
24001,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,,副本挑战,Thử thách phụ bản,Instance Challenge,ท้าทายดันเจี้ยน,Tantangan Instance,Hamunin ang Dungeon,Cabaran Penjara,,29,50,,普通副本挑战50次,,Thử thách vượt ải cốt truyện 50 lần,Challenge Story Instance 50 times  ,ท้าทายด่านเนื้อเรื่อง 50 ครั้ง  ,Tantang Tahap Cerita 50 kali  ,Hamunin ang Story Stage ng 50 beses  ,Cabaran Peringkat Cerita 50 kali bermula hari ini  ,{930=10;6335=1;5000=10;rmb=10},,,
24002,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,,副本挑战,Thử thách phụ bản,Instance Challenge,ท้าทายดันเจี้ยน,Tantangan Instance,Hamunin ang Dungeon,Cabaran Penjara,,29,100,,普通副本挑战100次,,Thử thách vượt ải cốt truyện 100 lần,Challenge Story Instance 100 times  ,ท้าทายด่านเนื้อเรื่อง 100 ครั้ง  ,Tantang Tahap Cerita 100 kali  ,Hamunin ang Story Stage ng 100 beses  ,Cabaran Peringkat Cerita 100 kali bermula hari ini  ,{930=10;6335=1;5000=12;rmb=20},,,
24003,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,,副本挑战,Thử thách phụ bản,Instance Challenge,ท้าทายดันเจี้ยน,Tantangan Instance,Hamunin ang Dungeon,Cabaran Penjara,,29,200,,普通副本挑战200次,,Thử thách vượt ải cốt truyện 200 lần,Challenge Story Instance 200 times  ,ท้าทายด่านเนื้อเรื่อง 200 ครั้ง  ,Tantang Tahap Cerita 200 kali  ,Hamunin ang Story Stage ng 200 beses  ,Cabaran Peringkat Cerita 200 kali bermula hari này  ,{930=10;6335=1;5000=14;rmb=30},,,
24004,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,,副本挑战,Thử thách phụ bản,Instance Challenge,ท้าทายดันเจี้ยน,Tantangan Instance,Hamunin ang Dungeon,Cabaran Penjara,,29,300,,普通副本挑战300次,,Thử thách vượt ải cốt truyện 300 lần,Challenge Story Instance 300 times  ,ท้าทายด่านเนื้อเรื่อง 300 ครั้ง  ,Tantang Tahap Cerita 300 kali  ,Hamunin ang Story Stage ng 300 beses  ,Cabaran Peringkat Cerita 300 kali bermula hari ini  ,{930=15;6335=1;5000=16;rmb=40},,,
24005,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,,副本挑战,Thử thách phụ bản,Instance Challenge,ท้าทายดันเจี้ยน,Tantangan Instance,Hamunin ang Dungeon,Cabaran Penjara,,29,450,,普通副本挑战450次,,Thử thách vượt ải cốt truyện 450 lần,Challenge Story Instance 450 times  ,ท้าทายด่านเนื้อเรื่อง 450 ครั้ง  ,Tantang Tahap Cerita 450 kali  ,Hamunin ang Story Stage ng 450 beses  ,Cabaran Peringkat Cerita 450 kali bermmula hari ini  ,{930=20;6335=1;5000=18;rmb=50},,,
24006,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,,副本挑战,Thử thách phụ bản,Instance Challenge,ท้าทายดันเจี้ยน,Tantangan Instance,Hamunin ang Dungeon,Cabaran Penjara,,29,600,,普通副本挑战600次,,Thử thách vượt ải cốt truyện 600 lần,Challenge Story Instance 600 times  ,ท้าทายด่านเนื้อเรื่อง 600 ครั้ง  ,Tantang Tahap Cerita 600 kali  ,Hamunin ang Story Stage ng 600 beses  ,Cabaran Peringkat Cerita 600 kali bermmula hari ini  ,{930=30;6335=1;5000=20;rmb=60},,,
24007,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,,副本挑战,Thử thách phụ bản,Instance Challenge,ท้าทายดันเจี้ยน,Tantangan Instance,Hamunin ang Dungeon,Cabaran Penjara,,29,750,,普通副本挑战750次,,Thử thách vượt ải cốt truyện 750 lần,Challenge Story Instance 750 times  ,ท้าทายด่านเนื้อเรื่อง 750 ครั้ง  ,Tantang Tahap Cerita 750 kali  ,Hamunin ang Story Stage ng 750 beses  ,Cabaran Peringkat Cerita 750 kali bermmula hari ini  ,{930=40;6335=1;5000=30;rmb=90},,,
24008,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,,副本挑战,Thử thách phụ bản,Instance Challenge,ท้าทายดันเจี้ยน,Tantangan Instance,Hamunin ang Dungeon,Cabaran Penjara,,29,900,,普通副本挑战900次,,Thử thách vượt ải cốt truyện 900 lần,Challenge Story Instance 900 times  ,ท้าทายด่านเนื้อเรื่อง 900 ครั้ง  ,Tantang Tahap Cerita 900 kali  ,Hamunin ang Story Stage ng 900 beses  ,Cabaran Peringkat Cerita 900 kali bermmula hari ini  ,{930=50;6335=1;5000=50;rmb=120},,,
24009,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,1,困难挑战,Giai đoạn ưu tú,Elite Stage,ด่านระดับสูง,Tahap Elite,Elite Stage,Peringkat Elit,,30,20,,困难副本挑战20次,,Thử thách vượt ải Khó 20 lần,Challenge Hard Instance 20 times  ,ท้าทายด่านยาก 20 ครั้ง  ,Tantang Tahap Sulit 20 kali  ,Hamunin ang Hard Stage ng 20 beses  ,Cabaran Peringkat Sukar 20 kali bermmula hari ini  ,{6335=1;602=2;100=1;503=1},,,
24010,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,1,困难挑战,Giai đoạn ưu tú,Elite Stage,ด่านระดับสูง,Tahap Elite,Elite Stage,Peringkat Elit,,30,40,,困难副本挑战40次,,Thử thách vượt ải Khó 40 lần,Challenge Hard Instance 40 times  ,ท้าทายด่านยาก 40 ครั้ง  ,Tantang Tahap Sulit 40 kali  ,Hamunin ang Hard Stage ng 40 beses  ,Cabaran Peringkat Sukar 40 kali bermmula hari này  ,{6335=1;602=2;100=2;503=2},,,
24011,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,1,困难挑战,Giai đoạn ưu tú,Elite Stage,ด่านระดับสูง,Tahap Elite,Elite Stage,Peringkat Elit,,30,60,,困难副本挑战60次,,Thử thách vượt ải Khó 60 lần,Challenge Hard Instance 60 times  ,ท้าทายด่านยาก 60 ครั้ง  ,Tantang Tahap Sulit 60 kali  ,Hamunin ang Hard Stage ng 60 beses  ,Cabaran Peringkat Sukar 60 kali bermmula hari ini  ,{6335=1;602=3;100=3;503=2},,,
24012,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,1,困难挑战,Giai đoạn ưu tú,Elite Stage,ด่านระดับสูง,Tahap Elite,Elite Stage,Peringkat Elit,,30,90,,困难副本挑战90次,,Thử thách vượt ải Khó 90 lần,Challenge Hard Instance 90 times  ,ท้าทายด่านยาก 90 ครั้ง  ,Tantang Tahap Sulit 90 kali  ,Hamunin ang Hard Stage ng 90 beses  ,Cabaran Peringkat Sukar 90 kali bermmula hari ini  ,{6335=1;602=3;100=4;503=3},,,
24013,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,1,困难挑战,Giai đoạn ưu tú,Elite Stage,ด่านระดับสูง,Tahap Elite,Elite Stage,Peringkat Elit,,30,120,,困难副本挑战120次,,Thử thách vượt ải Khó 120 lần,Challenge Hard Instance 120 times  ,ท้าทายด่านยาก 120 ครั้ง  ,Tantang Tahap Sulit 120 kali  ,Hamunin ang Hard Stage ng 120 beses  ,Cabaran Peringkat Sukar 120 kali bermmula hari ini  ,{6335=1;602=4;100=5;503=3},,,
24014,12007,1,,Day 1,Day 1,วันที่ 1,Hari ke-1,Araw 1,Hari 1,Ngày 1,1,困难挑战,Giai đoạn ưu tú,Elite Stage,ด่านระดับสูง,Tahap Elite,Elite Stage,Peringkat Elit,,30,150,,困难副本挑战150次,,Thử thách vượt ải Khó 150 lần,Challenge Hard Instance 150 times  ,ท้าทายด่านยาก 150 ครั้ง  ,Tantang Tahap Sulit 150 kali  ,Hamunin ang Hard Stage ng 150 beses  ,Cabaran Peringkat Sukar 150 kali bermmula hari ini  ,{6335=1;602=5;100=6;503=4},,,
